;Unnamed: 0.1;Unnamed: 0;participant;list;item;condition_id;verbclass;reference;NP1gender;prompt;cont;analyzable;word_order;anaphor_type;pers;name;filter_$;type;NP1;NP2;Koreferenz;Anaphorische Form;verb;AbstConc;Arou;IMG;Val
608;608;608;1027.0;6.0;16.0;3.0;es;object;m;David verachtete Martha aufs Tiefste, weil;sie hinterhältig war.;5.0;so;pers;1.0;0.0;Selected;Experiment;David;Martha;NP2;personal;verachtete;1.669;5.816;3.475;3.299
609;609;609;1031.0;6.0;16.0;3.0;es;object;m;David verachtete Martha aufs Tiefste, weil;sie seinen Hund nicht mochte.;5.0;so;pers;1.0;0.0;Selected;Experiment;David;Martha;NP2;personal;verachtete;1.669;5.816;3.475;3.299
610;610;610;1038.0;2.0;16.0;3.0;es;object;m;David verachtete Martha aufs Tiefste, weil;sie schon öfter Tiere gequält hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;David;Martha;NP2;personal;verachtete;1.669;5.816;3.475;3.299
611;611;611;104.0;6.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er ihr Leben gerettet hat.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas;NP2;personal;verehrte;3.603;5.516;5.24;5.934
612;612;612;105.0;2.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er so eine charmante Art hat.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas;NP2;personal;verehrte;3.603;5.516;5.24;5.934
613;613;613;108.0;6.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er Humor hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas;NP2;personal;verehrte;3.603;5.516;5.24;5.934
614;614;614;1011.0;2.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er sie immer anschaute.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas;NP2;personal;verehrte;3.603;5.516;5.24;5.934
615;615;615;1016.0;2.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er ihren Goldfisch vor dem Ertrinken gerettet hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas;NP2;personal;verehrte;3.603;5.516;5.24;5.934
616;616;616;1021.0;6.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er sich so nett mit ihr unterhalten hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas;NP2;personal;verehrte;3.603;5.516;5.24;5.934
617;617;617;1022.0;2.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er der einzige ohne feste Freundin war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas;NP2;personal;verehrte;3.603;5.516;5.24;5.934
618;618;618;1027.0;6.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er so hübsch und beliebt war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas;NP2;personal;verehrte;3.603;5.516;5.24;5.934
619;619;619;1031.0;6.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er so schönes Haar hat.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas;NP2;personal;verehrte;3.603;5.516;5.24;5.934
620;620;620;1038.0;2.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er alle ihre Ansprüche erfüllte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas;NP2;personal;verehrte;3.603;5.516;5.24;5.934
621;621;621;107.0;3.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie eine tolle neue Frisur hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde;NP2;personal;verehrte;3.603;5.516;5.24;5.934
622;622;622;1012.0;3.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie ihn immer nach hause fuhr.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde;NP2;personal;verehrte;3.603;5.516;5.24;5.934
623;623;623;1013.0;3.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie ihm ein baguette schenkte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde;NP2;personal;verehrte;3.603;5.516;5.24;5.934
624;624;624;1014.0;7.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie so hübsch und nett war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde;NP2;personal;verehrte;3.603;5.516;5.24;5.934
625;625;625;1019.0;7.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie das klügste Mädchen im Seminar war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde;NP2;personal;verehrte;3.603;5.516;5.24;5.934
626;626;626;1024.0;3.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie neu in die Klasse kam.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde;NP2;personal;verehrte;3.603;5.516;5.24;5.934
627;627;627;1026.0;7.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie wunderschön ist;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde;NP2;personal;verehrte;3.603;5.516;5.24;5.934
628;628;628;1029.0;7.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie ihm stets Kuchen mitbrachte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde;NP2;personal;verehrte;3.603;5.516;5.24;5.934
629;629;629;1037.0;7.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie immer Salzstangen mitbrachte;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde;NP2;personal;verehrte;3.603;5.516;5.24;5.934
630;630;630;107.0;3.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;er unglaublich gut roch.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elena;Oliver;NP2;personal;vergötterte;2.969;6.389;4.799;5.22
631;631;631;1012.0;3.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;er bei einer Panne den reifen wechselte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elena;Oliver;NP2;personal;vergötterte;2.969;6.389;4.799;5.22
632;632;632;1013.0;3.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;er unschlagbar gute Kässpätzle kocht.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elena;Oliver;NP2;personal;vergötterte;2.969;6.389;4.799;5.22
633;633;633;1014.0;7.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;er so viel Talent hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elena;Oliver;NP2;personal;vergötterte;2.969;6.389;4.799;5.22
634;634;634;1019.0;7.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;er engelsgleiches Haar hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elena;Oliver;NP2;personal;vergötterte;2.969;6.389;4.799;5.22
635;635;635;1026.0;7.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;er unglaublich witzig ist;5.0;so;pers;1.0;0.0;Selected;Experiment;Elena;Oliver;NP2;personal;vergötterte;2.969;6.389;4.799;5.22
636;636;636;1036.0;3.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;er genau ihrem Typ entsprach.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elena;Oliver;NP2;personal;vergötterte;2.969;6.389;4.799;5.22
637;637;637;101.0;8.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie eine so dominante Art hat.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie;NP2;personal;vergötterte;2.969;6.389;4.799;5.22
638;638;638;103.0;4.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie die Schönste war;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie;NP2;personal;vergötterte;2.969;6.389;4.799;5.22
639;639;639;1010.0;4.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie so schöne Augen hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie;NP2;personal;vergötterte;2.969;6.389;4.799;5.22
640;640;640;1028.0;8.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie so wunderschön war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie;NP2;personal;vergötterte;2.969;6.389;4.799;5.22
641;641;641;1030.0;4.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie ihn so schön angeblinzelt hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie;NP2;personal;vergötterte;2.969;6.389;4.799;5.22
642;642;642;1032.0;8.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie hübsch war;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie;NP2;personal;vergötterte;2.969;6.389;4.799;5.22
643;643;643;1033.0;4.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie so blaue Augen hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie;NP2;personal;vergötterte;2.969;6.389;4.799;5.22
644;644;644;1034.0;8.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie sehr hübsch war;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie;NP2;personal;vergötterte;2.969;6.389;4.799;5.22
645;645;645;1035.0;8.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie eine Schönheitskönigin ist.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie;NP2;personal;vergötterte;2.969;6.389;4.799;5.22
646;646;646;101.0;8.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er der netteste aus ihrer Klasse war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal;NP2;personal;vermisste;2.999;5.893;3.538;4.748
647;647;647;1010.0;4.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er immer so nett gelächelt hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal;NP2;personal;vermisste;2.999;5.893;3.538;4.748
648;648;648;1025.0;4.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er immer so lustig war;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal;NP2;personal;vermisste;2.999;5.893;3.538;4.748
649;649;649;1028.0;8.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er nun schon mehrere Monate vermisst war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal;NP2;personal;vermisste;2.999;5.893;3.538;4.748
650;650;650;1030.0;4.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er ihr immer Blumen gebracht hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal;NP2;personal;vermisste;2.999;5.893;3.538;4.748
651;651;651;1032.0;8.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er in Kanada war;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal;NP2;personal;vermisste;2.999;5.893;3.538;4.748
652;652;652;1033.0;4.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er schon für 7 Jahre in Tibet war;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal;NP2;personal;vermisste;2.999;5.893;3.538;4.748
653;653;653;1034.0;8.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er im Ausland war;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal;NP2;personal;vermisste;2.999;5.893;3.538;4.748
654;654;654;1035.0;8.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er so lieb ist.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal;NP2;personal;vermisste;2.999;5.893;3.538;4.748
655;655;655;102.0;1.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie ihm immer die Wäsche vorbei gebracht hat;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam;NP2;personal;vermisste;2.999;5.893;3.538;4.748
656;656;656;106.0;5.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie ihn nicht so lange besucht hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam;NP2;personal;vermisste;2.999;5.893;3.538;4.748
657;657;657;109.0;5.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie schon 2 Jahre weg war;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam;NP2;personal;vermisste;2.999;5.893;3.538;4.748
658;658;658;1015.0;5.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie ein wundervoller Mensch war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam;NP2;personal;vermisste;2.999;5.893;3.538;4.748
659;659;659;1017.0;1.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie seit einigen Wochen im Ausland ist.;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam;NP2;personal;vermisste;2.999;5.893;3.538;4.748
660;660;660;1018.0;1.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie immerhin seine Zwillingsschwester war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam;NP2;personal;vermisste;2.999;5.893;3.538;4.748
661;661;661;1020.0;1.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie im Urlaub war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam;NP2;personal;vermisste;2.999;5.893;3.538;4.748
662;662;662;1039.0;5.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie ihn so schnell aufmuntern konnte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam;NP2;personal;vermisste;2.999;5.893;3.538;4.748
663;663;663;1040.0;1.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie so einen guten Humor hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam;NP2;personal;vermisste;2.999;5.893;3.538;4.748
664;664;664;102.0;1.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;er ihr bester Freund ist;5.0;so;pers;1.0;0.0;Selected;Experiment;Ellen;Patrick;NP2;personal;vertraute;2.543;4.983;3.498;6.436
665;665;665;106.0;5.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;er ihr immer zuhörte;5.0;so;pers;1.0;0.0;Selected;Experiment;Ellen;Patrick;NP2;personal;vertraute;2.543;4.983;3.498;6.436
666;666;666;109.0;5.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;er nie etwas unehrenhaftes getan hat;5.0;so;pers;1.0;0.0;Selected;Experiment;Ellen;Patrick;NP2;personal;vertraute;2.543;4.983;3.498;6.436
667;667;667;1015.0;5.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;er ihr keinen Grund gab, anders zu denken.;5.0;so;pers;1.0;0.0;Selected;Experiment;Ellen;Patrick;NP2;personal;vertraute;2.543;4.983;3.498;6.436
668;668;668;1017.0;1.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;er in schweren Zeiten immer an ihrer Seite war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Ellen;Patrick;NP2;personal;vertraute;2.543;4.983;3.498;6.436
669;669;669;1020.0;1.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;er ihr Zuneigung schenkte;5.0;so;pers;1.0;0.0;Selected;Experiment;Ellen;Patrick;NP2;personal;vertraute;2.543;4.983;3.498;6.436
670;670;670;1039.0;5.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;er sich als verlässlich bewiesen hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Ellen;Patrick;NP2;personal;vertraute;2.543;4.983;3.498;6.436
671;671;671;1040.0;1.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;er immer ehrlich gewesen war;5.0;so;pers;1.0;0.0;Selected;Experiment;Ellen;Patrick;NP2;personal;vertraute;2.543;4.983;3.498;6.436
672;672;672;104.0;6.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie ihm nie einen Grund gab, wieso er ihr nicht vertrauen sollte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine;NP2;personal;vertraute;2.543;4.983;3.498;6.436
673;673;673;105.0;2.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie noch nie etwas weitergetratscht hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine;NP2;personal;vertraute;2.543;4.983;3.498;6.436
674;674;674;108.0;6.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie niemandem seine Geheimnisse verriet.;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine;NP2;personal;vertraute;2.543;4.983;3.498;6.436
675;675;675;1011.0;2.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie ihn nie enttäuscht hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine;NP2;personal;vertraute;2.543;4.983;3.498;6.436
676;676;676;1016.0;2.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie sich bisher noch an jedes Versprechen gehalten hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine;NP2;personal;vertraute;2.543;4.983;3.498;6.436
677;677;677;1021.0;6.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie sehr nett ist;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine;NP2;personal;vertraute;2.543;4.983;3.498;6.436
678;678;678;1023.0;6.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie immer nett zu ihm war;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine;NP2;personal;vertraute;2.543;4.983;3.498;6.436
679;679;679;1027.0;6.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie noch nie ein Geheimnis von irgendjemandem preisgegeben hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine;NP2;personal;vertraute;2.543;4.983;3.498;6.436
680;680;680;1031.0;6.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie immer ehrlich zu ihm war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine;NP2;personal;vertraute;2.543;4.983;3.498;6.436
681;681;681;1038.0;2.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie immer alles für sich behielt.;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine;NP2;personal;vertraute;2.543;4.983;3.498;6.436
682;682;682;1016.0;2.0;1.0;2.0;es;object;f;Adele achtete Lukas in hohem Grade, weil;dieser ihre Lieder schrieb.;5.0;so;dem;0.0;0.0;Selected;Experiment;Adele;Lukas;NP2;demonstrativ;achtete;3.778;4.168;4.27;5.992
683;683;683;1014.0;7.0;2.0;2.0;es;object;f;Aisha bedauerte Jörg aus tiefstem Herzen, weil;dieser so große Angst vor Spinnen hatte.;5.0;so;dem;0.0;0.0;Selected;Experiment;Aisha;Jörg;NP2;demonstrativ;bedauerte;2.273;4.445;3.895;4.375
684;684;684;1029.0;7.0;2.0;2.0;es;object;f;Aisha bedauerte Jörg aus tiefstem Herzen, weil;es diesen wirklich schlecht getroffen hatte.;5.0;so;dem;0.0;0.0;Selected;Experiment;Aisha;Jörg;;;bedauerte;2.273;4.445;3.895;4.375
685;685;685;1033.0;4.0;2.0;3.0;es;object;m;Albert bedauerte Laura aus tiefstem Herzen, weil;diese letztes Jahr von ihrem Mann verlassen wurde;5.0;so;dem;0.0;0.0;Selected;Experiment;Albert;Laura;NP2;demonstrativ;bedauerte;2.273;4.445;3.895;4.375
686;686;686;1025.0;4.0;3.0;2.0;es;object;f;Alexandra bemitleidete Manuel in hohem Maße, weil;dieser keine Eltern hatte;5.0;so;dem;0.0;0.0;Selected;Experiment;Alexandra;Manuel;NP2;demonstrativ;bemitleidete;3.275;5.594;5.307;3.279
687;687;687;1030.0;4.0;3.0;2.0;es;object;f;Alexandra bemitleidete Manuel in hohem Maße, weil;dieser so arm dran gewesen war.;5.0;so;dem;0.0;0.0;Selected;Experiment;Alexandra;Manuel;NP2;demonstrativ;bemitleidete;3.275;5.594;5.307;3.279
688;688;688;1033.0;4.0;3.0;2.0;es;object;f;Alexandra bemitleidete Manuel in hohem Maße, weil;dieser schon wieder durch eine Prüfung gefallen ist;5.0;so;dem;0.0;0.0;Selected;Experiment;Alexandra;Manuel;NP2;demonstrativ;bemitleidete;3.275;5.594;5.307;3.279
689;689;689;102.0;1.0;4.0;2.0;es;object;f;Alisa beneidete Marcel, ohne es offen zu zeigen, weil;dieser einen Porsche fährt;5.0;so;dem;0.0;0.0;Selected;Experiment;Alisa;Marcel;NP2;demonstrativ;beneidete;3.103;5.81;4.267;6.457
690;690;690;1019.0;7.0;6.0;2.0;es;object;f;Anastasia ekelte sich vor Mark schon eine ganze Weile, weil;dieser sich selten duschte.;5.0;so;dem;0.0;0.0;Selected;Experiment;Anastasia;Mark;NP2;demonstrativ;ekelte sich vor;3.619;7.108;5.758;2.075
691;691;691;1029.0;7.0;6.0;2.0;es;object;f;Anastasia ekelte sich vor Mark schon eine ganze Weile, weil;dieser sich nie zu waschen schien.;5.0;so;dem;0.0;0.0;Selected;Experiment;Anastasia;Mark;NP2;demonstrativ;ekelte sich vor;3.619;7.108;5.758;2.075
692;692;692;1036.0;3.0;6.0;2.0;es;object;f;Anastasia ekelte sich vor Mark schon eine ganze Weile, weil;dieser seine Fürze auch in der Öffentlichkeit nicht unterdrückte.;5.0;so;dem;0.0;0.0;Selected;Experiment;Anastasia;Mark;NP2;demonstrativ;ekelte sich vor;3.619;7.108;5.758;2.075
693;693;693;1028.0;8.0;6.0;3.0;es;object;m;Arthur ekelte sich vor Lotta schon eine ganze Weile, weil;diese immer sehr seltsam roch.;5.0;so;dem;0.0;0.0;Selected;Experiment;Arthur;Lotta;NP2;demonstrativ;ekelte sich vor;3.619;7.108;5.758;2.075
694;694;694;1010.0;4.0;7.0;2.0;es;object;f;Anja fürchtete Markus ein kleines bisschen, weil;dieser immer so grimmig guckte.;5.0;so;dem;0.0;0.0;Selected;Experiment;Anja;Markus;NP2;demonstrativ;fürchtete;2.905;7.122;4.842;2.991
695;695;695;1025.0;4.0;7.0;2.0;es;object;f;Anja fürchtete Markus ein kleines bisschen, weil;dieser kein empathischer Mensch war;5.0;so;dem;0.0;0.0;Selected;Experiment;Anja;Markus;NP2;demonstrativ;fürchtete;2.905;7.122;4.842;2.991
696;696;696;1030.0;4.0;7.0;2.0;es;object;f;Anja fürchtete Markus ein kleines bisschen, weil;dieser immer so laut war.;5.0;so;dem;0.0;0.0;Selected;Experiment;Anja;Markus;NP2;demonstrativ;fürchtete;2.905;7.122;4.842;2.991
697;697;697;1018.0;1.0;7.0;3.0;es;object;m;Bastian fürchtete Angelika ein kleines bisschen, weil;diese dafür bekannt war aggressiv zu reagieren;5.0;so;dem;0.0;0.0;Selected;Experiment;Bastian;Angelika;NP2;demonstrativ;fürchtete;2.905;7.122;4.842;2.991
698;698;698;1019.0;7.0;10.0;2.0;es;object;f;Annalena misstraute Matthias seit einer ganzen Weile, weil;dieser über ihre Freundin hergezogen war.;5.0;so;dem;0.0;0.0;Selected;Experiment;Annalena;Matthias;NP2;demonstrativ;misstraute;2.642;5.503;4.065;3.792
699;699;699;1016.0;2.0;13.0;2.0;es;object;f;Bianca schätzte Michael ganz besonders hoch, weil;dieser immer so rücksichtslos ehrlich war.;5.0;so;dem;0.0;0.0;Selected;Experiment;Bianca;Michael;NP2;demonstrativ;schätzte;4.125;3.616;3.732;7.192
700;700;700;1019.0;7.0;14.0;2.0;es;object;f;Carina sorgte sich um Max seit mehreren Tagen, weil;dieser nicht zur Vorlesung gekommen war.;5.0;so;dem;0.0;0.0;Selected;Experiment;Carina;Max;NP2;demonstrativ;sorgte sich um;3.983;3.702;4.536;6.467
701;701;701;1028.0;8.0;14.0;3.0;es;object;m;Clemens sorgte sich um Margarethe seit mehreren Tagen, weil;diese wie vom Erdboden verschwunden zu sein schien.;5.0;so;dem;0.0;0.0;Selected;Experiment;Clemens;Margarethe;NP2;demonstrativ;sorgte sich um;3.983;3.702;4.536;6.467
702;702;702;1030.0;4.0;14.0;3.0;es;object;m;Clemens sorgte sich um Margarethe seit mehreren Tagen, weil;diese schon lange nicht mehr zuhause gewesen war.;5.0;so;dem;0.0;0.0;Selected;Experiment;Clemens;Margarethe;NP2;demonstrativ;sorgte sich um;3.983;3.702;4.536;6.467
703;703;703;1033.0;4.0;14.0;3.0;es;object;m;Clemens sorgte sich um Margarethe seit mehreren Tagen, weil;diese bei einem Sturz schwer verletzt wurde;5.0;so;dem;0.0;0.0;Selected;Experiment;Clemens;Margarethe;NP2;demonstrativ;sorgte sich um;3.983;3.702;4.536;6.467
704;704;704;1028.0;8.0;15.0;2.0;es;object;f;Carla verabscheute Moritz schon seit Wochen, weil;dieser sich wie ein Monster verhalten hatte.;5.0;so;dem;0.0;0.0;Selected;Experiment;Carla;Moritz;NP2;demonstrativ;verabscheute;2.033;6.374;3.937;2.895
705;705;705;1033.0;4.0;15.0;2.0;es;object;f;Carla verabscheute Moritz schon seit Wochen, weil;dieser immer laut rülpste;5.0;so;dem;0.0;0.0;Selected;Experiment;Carla;Moritz;NP2;demonstrativ;verabscheute;2.033;6.374;3.937;2.895
706;706;706;1011.0;2.0;16.0;3.0;es;object;m;David verachtete Martha aufs Tiefste, weil;diese immer log.;5.0;so;dem;0.0;0.0;Selected;Experiment;David;Martha;NP2;demonstrativ;verachtete;1.669;5.816;3.475;3.299
707;707;707;1029.0;7.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;dieser der beste Spieler im Team war.;5.0;so;dem;0.0;0.0;Selected;Experiment;Elena;Oliver;NP2;demonstrativ;vergötterte;2.969;6.389;4.799;5.22
708;708;708;1037.0;7.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;dieser ein Motorrad besaß;5.0;so;dem;0.0;0.0;Selected;Experiment;Elena;Oliver;NP2;demonstrativ;vergötterte;2.969;6.389;4.799;5.22
709;709;709;1024.0;3.0;1.0;3.0;es;object;m;Aaron achtete Kathrin in hohem Grade, weil;Kathrin sehr naiv ist.;5.0;os;name;0.0;1.0;Not Selected;Experiment;Aaron;Kathrin;NP2;Eigenname;achtete;3.778;4.168;4.27;5.992
