;Unnamed: 0;participant;list;item;condition_id;verbclass;reference;NP1gender;prompt;cont;analyzable;word_order;anaphor_type;pers;name;filter_$;type;NP1;NP2
573;573;1032.0;8.0;14.0;3.0;es;object;m;Clemens sorgte sich um Margarethe seit mehreren Tagen, weil;sie krank war;5.0;so;pers;1.0;0.0;Selected;Experiment;Clemens;Margarethe
574;574;1034.0;8.0;14.0;3.0;es;object;m;Clemens sorgte sich um Margarethe seit mehreren Tagen, weil;sie krank war;5.0;so;pers;1.0;0.0;Selected;Experiment;Clemens;Margarethe
575;575;101.0;8.0;15.0;2.0;es;object;f;Carla verabscheute Moritz schon seit Wochen, weil;er ständig über seinen Bizeps prahlt.;5.0;so;pers;1.0;0.0;Selected;Experiment;Carla;Moritz
576;576;1010.0;4.0;15.0;2.0;es;object;f;Carla verabscheute Moritz schon seit Wochen, weil;er so stank.;5.0;so;pers;1.0;0.0;Selected;Experiment;Carla;Moritz
577;577;1025.0;4.0;15.0;2.0;es;object;f;Carla verabscheute Moritz schon seit Wochen, weil;er nur dummes Zeug von sich gab;5.0;so;pers;1.0;0.0;Selected;Experiment;Carla;Moritz
578;578;1030.0;4.0;15.0;2.0;es;object;f;Carla verabscheute Moritz schon seit Wochen, weil;er immer so blöde Sprüche machte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Carla;Moritz
579;579;1032.0;8.0;15.0;2.0;es;object;f;Carla verabscheute Moritz schon seit Wochen, weil;er rauchte;5.0;so;pers;1.0;0.0;Selected;Experiment;Carla;Moritz
580;580;1034.0;8.0;15.0;2.0;es;object;f;Carla verabscheute Moritz schon seit Wochen, weil;er sie angelogen hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Carla;Moritz
581;581;1035.0;8.0;15.0;2.0;es;object;f;Carla verabscheute Moritz schon seit Wochen, weil;er einen schlechten Ruf hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Carla;Moritz
582;582;102.0;1.0;15.0;3.0;es;object;m;Daniel verabscheute Marlene schon seit Wochen, weil;sie einen dicken Pickel hat;5.0;so;pers;1.0;0.0;Selected;Experiment;Daniel;Marlene
583;583;106.0;5.0;15.0;3.0;es;object;m;Daniel verabscheute Marlene schon seit Wochen, weil;sie einfach unglaublich blöd ist;5.0;so;pers;1.0;0.0;Selected;Experiment;Daniel;Marlene
584;584;109.0;5.0;15.0;3.0;es;object;m;Daniel verabscheute Marlene schon seit Wochen, weil;sie nicht duscht;5.0;so;pers;1.0;0.0;Selected;Experiment;Daniel;Marlene
585;585;1015.0;5.0;15.0;3.0;es;object;m;Daniel verabscheute Marlene schon seit Wochen, weil;sie einen Hund getreten hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Daniel;Marlene
586;586;1017.0;1.0;15.0;3.0;es;object;m;Daniel verabscheute Marlene schon seit Wochen, weil;sie immer bessere Noten schreibt, als er.;5.0;so;pers;1.0;0.0;Selected;Experiment;Daniel;Marlene
587;587;1018.0;1.0;15.0;3.0;es;object;m;Daniel verabscheute Marlene schon seit Wochen, weil;sie sich immer noch nicht entschieden hatte, ob sie ihn liebte oder nicht.;5.0;so;pers;1.0;0.0;Selected;Experiment;Daniel;Marlene
588;588;1020.0;1.0;15.0;3.0;es;object;m;Daniel verabscheute Marlene schon seit Wochen, weil;sie ihn mobbte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Daniel;Marlene
589;589;1039.0;5.0;15.0;3.0;es;object;m;Daniel verabscheute Marlene schon seit Wochen, weil;sie nie pünktlich war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Daniel;Marlene
590;590;1040.0;1.0;15.0;3.0;es;object;m;Daniel verabscheute Marlene schon seit Wochen, weil;sie so unehrlich gewesen war;5.0;so;pers;1.0;0.0;Selected;Experiment;Daniel;Marlene
591;591;1042.0;5.0;15.0;3.0;es;object;m;Daniel verabscheute Marlene schon seit Wochen, weil;sie hübscher war als er;5.0;so;pers;1.0;0.0;Selected;Experiment;Daniel;Marlene
592;592;102.0;1.0;16.0;2.0;es;object;f;Charlotte verachtete Niko aufs Tiefste, weil;er gemein ist;5.0;so;pers;1.0;0.0;Selected;Experiment;Charlotte;Niko
593;593;106.0;5.0;16.0;2.0;es;object;f;Charlotte verachtete Niko aufs Tiefste, weil;er so richtig unverschämt war;5.0;so;pers;1.0;0.0;Selected;Experiment;Charlotte;Niko
594;594;109.0;5.0;16.0;2.0;es;object;f;Charlotte verachtete Niko aufs Tiefste, weil;er viel zu betrunken war;5.0;so;pers;1.0;0.0;Selected;Experiment;Charlotte;Niko
595;595;1015.0;5.0;16.0;2.0;es;object;f;Charlotte verachtete Niko aufs Tiefste, weil;er andere Menschen mobbte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Charlotte;Niko
596;596;1017.0;1.0;16.0;2.0;es;object;f;Charlotte verachtete Niko aufs Tiefste, weil;er sie kaum beachtet.;5.0;so;pers;1.0;0.0;Selected;Experiment;Charlotte;Niko
597;597;1020.0;1.0;16.0;2.0;es;object;f;Charlotte verachtete Niko aufs Tiefste, weil;er sie nicht leiden konnte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Charlotte;Niko
598;598;1039.0;5.0;16.0;2.0;es;object;f;Charlotte verachtete Niko aufs Tiefste, weil;er nie seine Klappe hielt;5.0;so;pers;1.0;0.0;Selected;Experiment;Charlotte;Niko
599;599;1040.0;1.0;16.0;2.0;es;object;f;Charlotte verachtete Niko aufs Tiefste, weil;er manchmal klaute;5.0;so;pers;1.0;0.0;Selected;Experiment;Charlotte;Niko
600;600;1042.0;5.0;16.0;2.0;es;object;f;Charlotte verachtete Niko aufs Tiefste, weil;er nie Zeit hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Charlotte;Niko
601;601;104.0;6.0;16.0;3.0;es;object;m;David verachtete Martha aufs Tiefste, weil;sie immer so hochnäsig ist.;5.0;so;pers;1.0;0.0;Selected;Experiment;David;Martha
602;602;105.0;2.0;16.0;3.0;es;object;m;David verachtete Martha aufs Tiefste, weil;sie mit seinem besten Freund geschlafen hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;David;Martha
603;603;108.0;6.0;16.0;3.0;es;object;m;David verachtete Martha aufs Tiefste, weil;sie keine Katzen mochte.;5.0;so;pers;1.0;0.0;Selected;Experiment;David;Martha
604;604;1016.0;2.0;16.0;3.0;es;object;m;David verachtete Martha aufs Tiefste, weil;sie sich bei ihren Professoren immer so furchtbar einschleimte.;5.0;so;pers;1.0;0.0;Selected;Experiment;David;Martha
605;605;1021.0;6.0;16.0;3.0;es;object;m;David verachtete Martha aufs Tiefste, weil;sie ihn angelogen hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;David;Martha
606;606;1022.0;2.0;16.0;3.0;es;object;m;David verachtete Martha aufs Tiefste, weil;sie mit seinem Kumpel schlief.;5.0;so;pers;1.0;0.0;Selected;Experiment;David;Martha
607;607;1023.0;6.0;16.0;3.0;es;object;m;David verachtete Martha aufs Tiefste, weil;sie immer gemein war;5.0;so;pers;1.0;0.0;Selected;Experiment;David;Martha
608;608;1027.0;6.0;16.0;3.0;es;object;m;David verachtete Martha aufs Tiefste, weil;sie hinterhältig war.;5.0;so;pers;1.0;0.0;Selected;Experiment;David;Martha
609;609;1031.0;6.0;16.0;3.0;es;object;m;David verachtete Martha aufs Tiefste, weil;sie seinen Hund nicht mochte.;5.0;so;pers;1.0;0.0;Selected;Experiment;David;Martha
610;610;1038.0;2.0;16.0;3.0;es;object;m;David verachtete Martha aufs Tiefste, weil;sie schon öfter Tiere gequält hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;David;Martha
611;611;104.0;6.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er ihr Leben gerettet hat.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas
612;612;105.0;2.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er so eine charmante Art hat.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas
613;613;108.0;6.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er Humor hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas
614;614;1011.0;2.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er sie immer anschaute.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas
615;615;1016.0;2.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er ihren Goldfisch vor dem Ertrinken gerettet hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas
616;616;1021.0;6.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er sich so nett mit ihr unterhalten hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas
617;617;1022.0;2.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er der einzige ohne feste Freundin war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas
618;618;1027.0;6.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er so hübsch und beliebt war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas
619;619;1031.0;6.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er so schönes Haar hat.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas
620;620;1038.0;2.0;17.0;2.0;es;object;f;Christina verehrte Nikolas seit mehreren Wochen, weil;er alle ihre Ansprüche erfüllte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Christina;Nikolas
621;621;107.0;3.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie eine tolle neue Frisur hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde
622;622;1012.0;3.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie ihn immer nach hause fuhr.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde
623;623;1013.0;3.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie ihm ein baguette schenkte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde
624;624;1014.0;7.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie so hübsch und nett war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde
625;625;1019.0;7.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie das klügste Mädchen im Seminar war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde
626;626;1024.0;3.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie neu in die Klasse kam.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde
627;627;1026.0;7.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie wunderschön ist;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde
628;628;1029.0;7.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie ihm stets Kuchen mitbrachte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde
629;629;1037.0;7.0;17.0;3.0;es;object;m;Dennis verehrte Mathilde seit mehreren Wochen, weil;sie immer Salzstangen mitbrachte;5.0;so;pers;1.0;0.0;Selected;Experiment;Dennis;Mathilde
630;630;107.0;3.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;er unglaublich gut roch.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elena;Oliver
631;631;1012.0;3.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;er bei einer Panne den reifen wechselte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elena;Oliver
632;632;1013.0;3.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;er unschlagbar gute Kässpätzle kocht.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elena;Oliver
633;633;1014.0;7.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;er so viel Talent hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elena;Oliver
634;634;1019.0;7.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;er engelsgleiches Haar hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elena;Oliver
635;635;1026.0;7.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;er unglaublich witzig ist;5.0;so;pers;1.0;0.0;Selected;Experiment;Elena;Oliver
636;636;1036.0;3.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;er genau ihrem Typ entsprach.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elena;Oliver
637;637;101.0;8.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie eine so dominante Art hat.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie
638;638;103.0;4.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie die Schönste war;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie
639;639;1010.0;4.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie so schöne Augen hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie
640;640;1028.0;8.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie so wunderschön war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie
641;641;1030.0;4.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie ihn so schön angeblinzelt hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie
642;642;1032.0;8.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie hübsch war;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie
643;643;1033.0;4.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie so blaue Augen hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie
644;644;1034.0;8.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie sehr hübsch war;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie
645;645;1035.0;8.0;18.0;3.0;es;object;m;Dominik vergötterte Melanie vom ersten Moment an, weil;sie eine Schönheitskönigin ist.;5.0;so;pers;1.0;0.0;Selected;Experiment;Dominik;Melanie
646;646;101.0;8.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er der netteste aus ihrer Klasse war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal
647;647;1010.0;4.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er immer so nett gelächelt hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal
648;648;1025.0;4.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er immer so lustig war;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal
649;649;1028.0;8.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er nun schon mehrere Monate vermisst war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal
650;650;1030.0;4.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er ihr immer Blumen gebracht hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal
651;651;1032.0;8.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er in Kanada war;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal
652;652;1033.0;4.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er schon für 7 Jahre in Tibet war;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal
653;653;1034.0;8.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er im Ausland war;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal
654;654;1035.0;8.0;19.0;2.0;es;object;f;Elisabeth vermisste Pascal ganz besonders, weil;er so lieb ist.;5.0;so;pers;1.0;0.0;Selected;Experiment;Elisabeth;Pascal
655;655;102.0;1.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie ihm immer die Wäsche vorbei gebracht hat;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam
656;656;106.0;5.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie ihn nicht so lange besucht hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam
657;657;109.0;5.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie schon 2 Jahre weg war;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam
658;658;1015.0;5.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie ein wundervoller Mensch war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam
659;659;1017.0;1.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie seit einigen Wochen im Ausland ist.;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam
660;660;1018.0;1.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie immerhin seine Zwillingsschwester war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam
661;661;1020.0;1.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie im Urlaub war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam
662;662;1039.0;5.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie ihn so schnell aufmuntern konnte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam
663;663;1040.0;1.0;19.0;3.0;es;object;m;Fabian vermisste Miriam ganz besonders, weil;sie so einen guten Humor hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Fabian;Miriam
664;664;102.0;1.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;er ihr bester Freund ist;5.0;so;pers;1.0;0.0;Selected;Experiment;Ellen;Patrick
665;665;106.0;5.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;er ihr immer zuhörte;5.0;so;pers;1.0;0.0;Selected;Experiment;Ellen;Patrick
666;666;109.0;5.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;er nie etwas unehrenhaftes getan hat;5.0;so;pers;1.0;0.0;Selected;Experiment;Ellen;Patrick
667;667;1015.0;5.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;er ihr keinen Grund gab, anders zu denken.;5.0;so;pers;1.0;0.0;Selected;Experiment;Ellen;Patrick
668;668;1017.0;1.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;er in schweren Zeiten immer an ihrer Seite war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Ellen;Patrick
669;669;1020.0;1.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;er ihr Zuneigung schenkte;5.0;so;pers;1.0;0.0;Selected;Experiment;Ellen;Patrick
670;670;1039.0;5.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;er sich als verlässlich bewiesen hatte;5.0;so;pers;1.0;0.0;Selected;Experiment;Ellen;Patrick
671;671;1040.0;1.0;20.0;2.0;es;object;f;Ellen vertraute Patrick seit vielen Jahren, weil;er immer ehrlich gewesen war;5.0;so;pers;1.0;0.0;Selected;Experiment;Ellen;Patrick
672;672;104.0;6.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie ihm nie einen Grund gab, wieso er ihr nicht vertrauen sollte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine
673;673;105.0;2.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie noch nie etwas weitergetratscht hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine
674;674;108.0;6.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie niemandem seine Geheimnisse verriet.;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine
675;675;1011.0;2.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie ihn nie enttäuscht hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine
676;676;1016.0;2.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie sich bisher noch an jedes Versprechen gehalten hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine
677;677;1021.0;6.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie sehr nett ist;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine
678;678;1023.0;6.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie immer nett zu ihm war;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine
679;679;1027.0;6.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie noch nie ein Geheimnis von irgendjemandem preisgegeben hatte.;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine
680;680;1031.0;6.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie immer ehrlich zu ihm war.;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine
681;681;1038.0;2.0;20.0;3.0;es;object;m;Felix vertraute Nadine seit vielen Jahren, weil;sie immer alles für sich behielt.;5.0;so;pers;1.0;0.0;Selected;Experiment;Felix;Nadine
682;682;1016.0;2.0;1.0;2.0;es;object;f;Adele achtete Lukas in hohem Grade, weil;dieser ihre Lieder schrieb.;5.0;so;dem;0.0;0.0;Selected;Experiment;Adele;Lukas
683;683;1014.0;7.0;2.0;2.0;es;object;f;Aisha bedauerte Jörg aus tiefstem Herzen, weil;dieser so große Angst vor Spinnen hatte.;5.0;so;dem;0.0;0.0;Selected;Experiment;Aisha;Jörg
684;684;1029.0;7.0;2.0;2.0;es;object;f;Aisha bedauerte Jörg aus tiefstem Herzen, weil;es diesen wirklich schlecht getroffen hatte.;5.0;so;dem;0.0;0.0;Selected;Experiment;Aisha;Jörg
685;685;1033.0;4.0;2.0;3.0;es;object;m;Albert bedauerte Laura aus tiefstem Herzen, weil;diese letztes Jahr von ihrem Mann verlassen wurde;5.0;so;dem;0.0;0.0;Selected;Experiment;Albert;Laura
686;686;1025.0;4.0;3.0;2.0;es;object;f;Alexandra bemitleidete Manuel in hohem Maße, weil;dieser keine Eltern hatte;5.0;so;dem;0.0;0.0;Selected;Experiment;Alexandra;Manuel
687;687;1030.0;4.0;3.0;2.0;es;object;f;Alexandra bemitleidete Manuel in hohem Maße, weil;dieser so arm dran gewesen war.;5.0;so;dem;0.0;0.0;Selected;Experiment;Alexandra;Manuel
688;688;1033.0;4.0;3.0;2.0;es;object;f;Alexandra bemitleidete Manuel in hohem Maße, weil;dieser schon wieder durch eine Prüfung gefallen ist;5.0;so;dem;0.0;0.0;Selected;Experiment;Alexandra;Manuel
689;689;102.0;1.0;4.0;2.0;es;object;f;Alisa beneidete Marcel, ohne es offen zu zeigen, weil;dieser einen Porsche fährt;5.0;so;dem;0.0;0.0;Selected;Experiment;Alisa;Marcel
690;690;1019.0;7.0;6.0;2.0;es;object;f;Anastasia ekelte sich vor Mark schon eine ganze Weile, weil;dieser sich selten duschte.;5.0;so;dem;0.0;0.0;Selected;Experiment;Anastasia;Mark
691;691;1029.0;7.0;6.0;2.0;es;object;f;Anastasia ekelte sich vor Mark schon eine ganze Weile, weil;dieser sich nie zu waschen schien.;5.0;so;dem;0.0;0.0;Selected;Experiment;Anastasia;Mark
692;692;1036.0;3.0;6.0;2.0;es;object;f;Anastasia ekelte sich vor Mark schon eine ganze Weile, weil;dieser seine Fürze auch in der Öffentlichkeit nicht unterdrückte.;5.0;so;dem;0.0;0.0;Selected;Experiment;Anastasia;Mark
693;693;1028.0;8.0;6.0;3.0;es;object;m;Arthur ekelte sich vor Lotta schon eine ganze Weile, weil;diese immer sehr seltsam roch.;5.0;so;dem;0.0;0.0;Selected;Experiment;Arthur;Lotta
694;694;1010.0;4.0;7.0;2.0;es;object;f;Anja fürchtete Markus ein kleines bisschen, weil;dieser immer so grimmig guckte.;5.0;so;dem;0.0;0.0;Selected;Experiment;Anja;Markus
695;695;1025.0;4.0;7.0;2.0;es;object;f;Anja fürchtete Markus ein kleines bisschen, weil;dieser kein empathischer Mensch war;5.0;so;dem;0.0;0.0;Selected;Experiment;Anja;Markus
696;696;1030.0;4.0;7.0;2.0;es;object;f;Anja fürchtete Markus ein kleines bisschen, weil;dieser immer so laut war.;5.0;so;dem;0.0;0.0;Selected;Experiment;Anja;Markus
697;697;1018.0;1.0;7.0;3.0;es;object;m;Bastian fürchtete Angelika ein kleines bisschen, weil;diese dafür bekannt war aggressiv zu reagieren;5.0;so;dem;0.0;0.0;Selected;Experiment;Bastian;Angelika
698;698;1019.0;7.0;10.0;2.0;es;object;f;Annalena misstraute Matthias seit einer ganzen Weile, weil;dieser über ihre Freundin hergezogen war.;5.0;so;dem;0.0;0.0;Selected;Experiment;Annalena;Matthias
699;699;1016.0;2.0;13.0;2.0;es;object;f;Bianca schätzte Michael ganz besonders hoch, weil;dieser immer so rücksichtslos ehrlich war.;5.0;so;dem;0.0;0.0;Selected;Experiment;Bianca;Michael
700;700;1019.0;7.0;14.0;2.0;es;object;f;Carina sorgte sich um Max seit mehreren Tagen, weil;dieser nicht zur Vorlesung gekommen war.;5.0;so;dem;0.0;0.0;Selected;Experiment;Carina;Max
701;701;1028.0;8.0;14.0;3.0;es;object;m;Clemens sorgte sich um Margarethe seit mehreren Tagen, weil;diese wie vom Erdboden verschwunden zu sein schien.;5.0;so;dem;0.0;0.0;Selected;Experiment;Clemens;Margarethe
702;702;1030.0;4.0;14.0;3.0;es;object;m;Clemens sorgte sich um Margarethe seit mehreren Tagen, weil;diese schon lange nicht mehr zuhause gewesen war.;5.0;so;dem;0.0;0.0;Selected;Experiment;Clemens;Margarethe
703;703;1033.0;4.0;14.0;3.0;es;object;m;Clemens sorgte sich um Margarethe seit mehreren Tagen, weil;diese bei einem Sturz schwer verletzt wurde;5.0;so;dem;0.0;0.0;Selected;Experiment;Clemens;Margarethe
704;704;1028.0;8.0;15.0;2.0;es;object;f;Carla verabscheute Moritz schon seit Wochen, weil;dieser sich wie ein Monster verhalten hatte.;5.0;so;dem;0.0;0.0;Selected;Experiment;Carla;Moritz
705;705;1033.0;4.0;15.0;2.0;es;object;f;Carla verabscheute Moritz schon seit Wochen, weil;dieser immer laut rülpste;5.0;so;dem;0.0;0.0;Selected;Experiment;Carla;Moritz
706;706;1011.0;2.0;16.0;3.0;es;object;m;David verachtete Martha aufs Tiefste, weil;diese immer log.;5.0;so;dem;0.0;0.0;Selected;Experiment;David;Martha
707;707;1029.0;7.0;18.0;2.0;es;object;f;Elena vergötterte Oliver vom ersten Moment an, weil;dieser der beste Spieler im Team war.;5.0;so;dem;0.0;0.0;Selected;Experiment;Elena;Oliver
