Fall_Nr.;Liste;VP-Nr;Alter;Geschlecht;Muttersprache deutsch;weitere Muttersprachen;Händigkeit;Item;Condition;Unnamed: 10;Prompt;Fortsetzung;Art der Fortsetzung;Bias;Form der 1. Anapher;Kommentar;Timestamp;Torgrim_Art_Fortsetzung;Torgrim_Bias;Torgrim_Anapherntyp;Unnamed: 21;Human;ChatGPT
1622;Liste1;28;22;f;deutsch;nein;rechts;2;4;<id: item 2, condition 4>;Die Laura bedauerte den Sebastian heute Morgen ganz außerordentlich, weil ;er Pickel im Gesicht hat;1;objekt;pers;;14055951558834.0;;;;;Die Laura bedauerte den Sebastian heute Morgen ganz außerordentlich, weil er Pickel im Gesicht hat;Die Laura bedauerte den Sebastian heute Morgen ganz außerordentlich, weil 
791;Liste3;14;24;m;deutsch;nein;rechts;11;1;<id: item 11, condition 1>;Der Mark mochte die Eva für den toleranten Umgang mit Fremden, weil ;Toleranz seine oberste Maxime ist.;0-poss;subjekt;poss;;14055973994192.0;;;;;Der Mark mochte die Eva für den toleranten Umgang mit Fremden, weil Toleranz seine oberste Maxime ist.;Der Mark mochte die Eva für den toleranten Umgang mit Fremden, weil 
8;Liste4;1;24;m;deutsch;nein;rechts;8;1;<id: item 8, condition 1>;Der Christian hasste die Jasmin für die extrem fiesen Sprüche über die Brille, weil ;das gemein war.;0;;;;14055977804608.0;;;;;Der Christian hasste die Jasmin für die extrem fiesen Sprüche über die Brille, weil das gemein war.;Der Christian hasste die Jasmin für die extrem fiesen Sprüche über die Brille, weil 
1212;Liste2;21;24;f;deutsch;nein;rechts;12;3;<id: item 12, condition 3>;Der Peter respektierte die Katharina im Laufe der Zeit mehr und mehr, weil ;sie ihre Meinung immer gut begründete und anderen auch zuhörte.;1;objekt;pers;;14056019861277.0;;;;;Der Peter respektierte die Katharina im Laufe der Zeit mehr und mehr, weil sie ihre Meinung immer gut begründete und anderen auch zuhörte.;Der Peter respektierte die Katharina im Laufe der Zeit mehr und mehr, weil 
473;Liste2;8;25;f;deutsch;nein;rechts;53;2;<id: item 53, condition 2>;Die Rosa inspirierte den Thomas durch eine Vortragsreihe mit bahnbrechenden Erkenntnissen, weil ;diese Erkenntnisse vielleicht zu einem Durchbruch führen könnten.;0;;;;14055085834202.0;;;;;Die Rosa inspirierte den Thomas durch eine Vortragsreihe mit bahnbrechenden Erkenntnissen, weil diese Erkenntnisse vielleicht zu einem Durchbruch führen könnten.;Die Rosa inspirierte den Thomas durch eine Vortragsreihe mit bahnbrechenden Erkenntnissen, weil 
136;Liste1;3;35;m;deutsch;nein;rechts;16;2;<id: item 16, condition 2>;Die Jacqueline verachtete den Daniel für die Respektlosigkeit gegenüber den Mitgliedern, weil ;nicht fortsatzbar;nf;;;;14061197160574.0;;;;;Die Jacqueline verachtete den Daniel für die Respektlosigkeit gegenüber den Mitgliedern, weil nicht fortsatzbar;Die Jacqueline verachtete den Daniel für die Respektlosigkeit gegenüber den Mitgliedern, weil 
2115;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;15;1;<id: item 15, condition 1>;Der Andre verabscheute die Elisabeth für den hinterhältigen Umgang mit den Kunden, weil ;er sie letztens beim Augenrollen erblickte.;2;subjekt;pers;;14056033793304.0;;;;;Der Andre verabscheute die Elisabeth für den hinterhältigen Umgang mit den Kunden, weil er sie letztens beim Augenrollen erblickte.;Der Andre verabscheute die Elisabeth für den hinterhältigen Umgang mit den Kunden, weil 
289;Liste2;5;31;m;deutsch;nein;rechts;49;2;<id: item 49, condition 2>;Die Nina erfreute den Armin durch ein Kompliment über die sportliche Figur, weil ;er sich darüber definiert.;1;objekt;pers;;14056051728022.0;1;objekt;pers;;Die Nina erfreute den Armin durch ein Kompliment über die sportliche Figur, weil er sich darüber definiert.;Die Nina erfreute den Armin durch ein Kompliment über die sportliche Figur, weil 
1869;Liste1;32;24;f;deutsch;nein;rechts;9;1;<id: item 9, condition 1>;Der Marcel liebte die Anja für die extreme Großzügigkeit gegenüber Bedürftigen, weil ;sie immer Geld an Hilfsorganisationen spendet.;1;objekt;pers;;14055929026415.0;;;;;Der Marcel liebte die Anja für die extreme Großzügigkeit gegenüber Bedürftigen, weil sie immer Geld an Hilfsorganisationen spendet.;Der Marcel liebte die Anja für die extreme Großzügigkeit gegenüber Bedürftigen, weil 
1391;Liste1;24;19;m;deutsch;nein;rechts;11;3;<id: item 11, condition 3>;Der Mark mochte die Eva vom ersten Augenblick der Konferenz an, weil ;sie einen sehr tiefen Ausschnitt trug.;1;objekt;pers;;14055977126856.0;1;objekt;pers;;Der Mark mochte die Eva vom ersten Augenblick der Konferenz an, weil sie einen sehr tiefen Ausschnitt trug.;Der Mark mochte die Eva vom ersten Augenblick der Konferenz an, weil 
1809;Liste4;31;27;f;deutsch;Türkisch;rechts;9;4;<id: item 9, condition 4>;Die Anja liebte den Marcel aus der gesamten Verwandtschaft am Allermeisten, weil ;er sie immer zum Lachen bringen kann;2;objekt;pers;;14055112899641.0;;;;;Die Anja liebte den Marcel aus der gesamten Verwandtschaft am Allermeisten, weil er sie immer zum Lachen bringen kann;Die Anja liebte den Marcel aus der gesamten Verwandtschaft am Allermeisten, weil 
1083;Liste2;19;24;f;deutsch;ja;rechts;3;4;<id: item 3, condition 4>;Die Sonja bemitleidete den Patrick bei der Faschingsausfahrt aus tiefstem Herzen, weil ;er aufgrund seines Beinbruchs nicht am Ausflug teilnehmen konnte.;1;objekt;pers;;14055973221545.0;;;;;Die Sonja bemitleidete den Patrick bei der Faschingsausfahrt aus tiefstem Herzen, weil er aufgrund seines Beinbruchs nicht am Ausflug teilnehmen konnte.;Die Sonja bemitleidete den Patrick bei der Faschingsausfahrt aus tiefstem Herzen, weil 
2237;Liste2;38;23;m;deutsch;nein;links;17;2;<id: item 17, condition 2>;Die Nadine verehrte den Stephan für die Entwürfe der neuen Kollektion, weil ;sie selber gerne etwas von seiner Kreativität besitzen würde.;1;subjekt;pers;;14056003434095.0;;;;;Die Nadine verehrte den Stephan für die Entwürfe der neuen Kollektion, weil sie selber gerne etwas von seiner Kreativität besitzen würde.;Die Nadine verehrte den Stephan für die Entwürfe der neuen Kollektion, weil 
380;Liste4;7;22;m;deutsch;nein;rechts;20;1;<id: item 20, condition 1>;Der Tobias vertraute der Verena wegen der stoischen Ruhe bei Not-OPs, weil ;das im OPunbedingt notwendig ist.;0;;;;14055942301258.0;;;;;Der Tobias vertraute der Verena wegen der stoischen Ruhe bei Not-OPs, weil das im OPunbedingt notwendig ist.;Der Tobias vertraute der Verena wegen der stoischen Ruhe bei Not-OPs, weil 
370;Liste4;7;22;m;deutsch;nein;rechts;10;3;<id: item 10, condition 3>;Der Steffen misstraute der Jessica nun schon seit geraumer Zeit, weil ;sie den Bedürftigen keine Beachung mehr schenkte.;1;objekt;pers;;14055948462693.0;;;;;Der Steffen misstraute der Jessica nun schon seit geraumer Zeit, weil sie den Bedürftigen keine Beachung mehr schenkte.;Der Steffen misstraute der Jessica nun schon seit geraumer Zeit, weil 
258;Liste2;5;31;m;deutsch;nein;rechts;18;1;<id: item 18, condition 1>;Der Dennis vergötterte die Maja für die unglaubliche Stimme, weil ;sie ein wunderschönes Vibrato hat und die Arie der Königin der Nacht singen kann.;1;objekt;pers;;1405604444187.0;;;;;Der Dennis vergötterte die Maja für die unglaubliche Stimme, weil sie ein wunderschönes Vibrato hat und die Arie der Königin der Nacht singen kann.;Der Dennis vergötterte die Maja für die unglaubliche Stimme, weil 
2277;Liste2;38;23;m;deutsch;nein;links;57;2;<id: item 57, condition 2>;Die Kathrin störte den Max durch das laute Gekreische an einer Engstelle, weil ;er Angst hatte.;1;objekt;pers;;14056009890992.0;;;;;Die Kathrin störte den Max durch das laute Gekreische an einer Engstelle, weil er Angst hatte.;Die Kathrin störte den Max durch das laute Gekreische an einer Engstelle, weil 
1131;Liste2;19;24;f;deutsch;ja;rechts;51;4;<id: item 51, condition 4>;Die Heidi erstaunte den Benedikt in allergrößtem Ausmaß gestern bei der Show, weil ;sie ihm sagte, sie wäre aufgeregt.;2;subjekt;pers;;14055981705063.0;;;;;Die Heidi erstaunte den Benedikt in allergrößtem Ausmaß gestern bei der Show, weil sie ihm sagte, sie wäre aufgeregt.;Die Heidi erstaunte den Benedikt in allergrößtem Ausmaß gestern bei der Show, weil 
76;Liste3;2;20;f;deutsch;nein;rechts;16;4;<id: item 16, condition 4>;Die Jacqueline verachtete den Daniel seit vielen Jahren nun schon in allerhöchstem Grade, weil ;er viel Erfahrung im leiten eines Hotels hat und man ihn immer um Rat fragen kann. ;ns;;;;14056056366325.0;;;;;Die Jacqueline verachtete den Daniel seit vielen Jahren nun schon in allerhöchstem Grade, weil er viel Erfahrung im leiten eines Hotels hat und man ihn immer um Rat fragen kann. ;Die Jacqueline verachtete den Daniel seit vielen Jahren nun schon in allerhöchstem Grade, weil 
974;Liste2;17;22;f;deutsch;nein;rechts;14;1;<id: item 14, condition 1>;Der Florian sorgte sich um die Melanie wegen des hohen Alkoholkonsums, weil ;das nicht gesund ist.;0;;;;14055072113137.0;;;;;Der Florian sorgte sich um die Melanie wegen des hohen Alkoholkonsums, weil das nicht gesund ist.;Der Florian sorgte sich um die Melanie wegen des hohen Alkoholkonsums, weil 
1076;Liste3;18;24;f;deutsch;nein;rechts;56;4;<id: item 56, condition 4>;Die Johanna schockierte den Niko bei dem Essen auf abartige Art und Weise, weil ;sie bei Tisch rülpste.;1;subjekt;pers;;1405601252653.0;1;subjekt;pers;;Die Johanna schockierte den Niko bei dem Essen auf abartige Art und Weise, weil sie bei Tisch rülpste.;Die Johanna schockierte den Niko bei dem Essen auf abartige Art und Weise, weil 
344;Liste2;6;25;f;deutsch;nein;rechts;44;3;<id: item 44, condition 3>;Der Nikolas begeisterte die Leonie neulich bei einem Grillfest in der Nachbarschaft, weil ;sie sich so näher kennelernen konnten-;pl;;;;14055939050825.0;pl;;;;Der Nikolas begeisterte die Leonie neulich bei einem Grillfest in der Nachbarschaft, weil sie sich so näher kennelernen konnten-;Der Nikolas begeisterte die Leonie neulich bei einem Grillfest in der Nachbarschaft, weil 
440;Liste2;8;25;f;deutsch;nein;rechts;20;3;<id: item 20, condition 3>;Der Tobias vertraute der Verena bis zum Äußersten, weil ;sie noch nie einen Patienten verloren hatte.;1;objekt;pers;;14055101950259.0;;;;;Der Tobias vertraute der Verena bis zum Äußersten, weil sie noch nie einen Patienten verloren hatte.;Der Tobias vertraute der Verena bis zum Äußersten, weil 
2101;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;1;3;<id: item 1, condition 3>;Der Bastian achtete die Elena mehr als jeden anderen WG-Mitbewohner, weil ;er sich jedesmal bei ihr ausheulen konnte.;2;subjekt;pers;;14056018861596.0;;;;;Der Bastian achtete die Elena mehr als jeden anderen WG-Mitbewohner, weil er sich jedesmal bei ihr ausheulen konnte.;Der Bastian achtete die Elena mehr als jeden anderen WG-Mitbewohner, weil 
775;Liste4;13;19;f;deutsch;nein;rechts;55;2;<id: item 55, condition 2>;Die Sabrina langweilte den Oliver durch Erzählungen von der Arbeit, weil ;er sich unter ihrem Beruf gar nichts vorstellen konnte.;1;objekt;pers;;14055084681347.0;;;;;Die Sabrina langweilte den Oliver durch Erzählungen von der Arbeit, weil er sich unter ihrem Beruf gar nichts vorstellen konnte.;Die Sabrina langweilte den Oliver durch Erzählungen von der Arbeit, weil 
853;Liste2;15;24;f;deutsch;nein;rechts;13;2;<id: item 13, condition 2>;Die Carina schätzte den Julian für das handwerkliche Geschick, weil ;er fast alles reparieren kann.;1;objekt;pers;;14056004501029.0;;;;;Die Carina schätzte den Julian für das handwerkliche Geschick, weil er fast alles reparieren kann.;Die Carina schätzte den Julian für das handwerkliche Geschick, weil 
133;Liste1;3;35;m;deutsch;nein;rechts;13;1;<id: item 13, condition 1>;Der Julian schätzte die Carina für das handwerkliche Geschick, weil ;er ein macho ist und denkt dass frauen das eigentlich nicht können;1;subjekt;pers;;14061202415559.0;1;subjekt;pers;;Der Julian schätzte die Carina für das handwerkliche Geschick, weil er ein macho ist und denkt dass frauen das eigentlich nicht können;Der Julian schätzte die Carina für das handwerkliche Geschick, weil 
544;Liste3;10;28;f;deutsch;nein;rechts;4;4;<id: item 4, condition 4>;Die Saskia beneidete den Martin über jedes angemessene Maß hinaus, weil ;er einfach alles zu haben scheint.;1;objekt;pers;;14055945053259.0;;;;;Die Saskia beneidete den Martin über jedes angemessene Maß hinaus, weil er einfach alles zu haben scheint.;Die Saskia beneidete den Martin über jedes angemessene Maß hinaus, weil 
174;Liste1;3;35;m;deutsch;nein;rechts;54;4;<id: item 54, condition 4>;Die Alexandra irritierte den Lars auf überaus befremdliche Art und Weise, weil ;sie ihn direkt zu einem dreier einlud;2;subjekt;pers;;1406119028402.0;;;;;Die Alexandra irritierte den Lars auf überaus befremdliche Art und Weise, weil sie ihn direkt zu einem dreier einlud;Die Alexandra irritierte den Lars auf überaus befremdliche Art und Weise, weil 
1146;Liste4;20;29;f;deutsch;nein;rechts;6;3;<id: item 6, condition 3>;Der Michael ekelte sich vor der Ellen schon seit geraumer Zeit bis aufs Äußerste, weil ;sie sich weigerte, einen Abszess unter der linken Augenbraue entfernen zu lassen.;1;objekt;pers;;14056050320009.0;;;;;Der Michael ekelte sich vor der Ellen schon seit geraumer Zeit bis aufs Äußerste, weil sie sich weigerte, einen Abszess unter der linken Augenbraue entfernen zu lassen.;Der Michael ekelte sich vor der Ellen schon seit geraumer Zeit bis aufs Äußerste, weil 
2204;Liste4;37;26;f;deutsch;nein;links;44;1;<id: item 44, condition 1>;Der Nikolas begeisterte die Leonie mit dem  besonders schönen Gesang beim Karaoke, weil ;er ihr Lieblingslied sang.;2;subjekt;pers;;1405509942707.0;;;;;Der Nikolas begeisterte die Leonie mit dem  besonders schönen Gesang beim Karaoke, weil er ihr Lieblingslied sang.;Der Nikolas begeisterte die Leonie mit dem  besonders schönen Gesang beim Karaoke, weil 
2034;Liste4;34;25;m;deutsch;nein;rechts;54;3;<id: item 54, condition 3>;Der Lars irritierte die Alexandra auf überaus befremdliche Art und Weise, weil ;er sich nicht für sie interessierte.;2;subjekt;pers;;1405596409116.0;;;;;Der Lars irritierte die Alexandra auf überaus befremdliche Art und Weise, weil er sich nicht für sie interessierte.;Der Lars irritierte die Alexandra auf überaus befremdliche Art und Weise, weil 
1155;Liste4;20;29;f;deutsch;nein;rechts;15;2;<id: item 15, condition 2>;Die Elisabeth verabscheute den Andre für den hinterhältigen Umgang mit den Kunden, weil ;sie selbst einen stark ausgeprägten inneren moralischen Kompass hat.;1;subjekt;pers;;14056053754272.0;1;subjekt;pers;;Die Elisabeth verabscheute den Andre für den hinterhältigen Umgang mit den Kunden, weil sie selbst einen stark ausgeprägten inneren moralischen Kompass hat.;Die Elisabeth verabscheute den Andre für den hinterhältigen Umgang mit den Kunden, weil 
955;Liste3;16;21;f;deutsch;nein;rechts;55;1;<id: item 55, condition 1>;Der Oliver langweilte die Sabrina durch Erzählungen von der Arbeit, weil ;in es sich in diesen Erzählungen immer nur um Büroangelegenheiten handelte.;ns;;;;14055079499126.0;;;;;Der Oliver langweilte die Sabrina durch Erzählungen von der Arbeit, weil in es sich in diesen Erzählungen immer nur um Büroangelegenheiten handelte.;Der Oliver langweilte die Sabrina durch Erzählungen von der Arbeit, weil 
1040;Liste3;18;24;f;deutsch;nein;rechts;20;4;<id: item 20, condition 4>;Die Verena vertraute dem Tobias bis zum Äußersten, weil ;er noch nie einen Fehler gemacht hatte.;1;objekt;pers;;14056014696865.0;1;objekt;pers;;Die Verena vertraute dem Tobias bis zum Äußersten, weil er noch nie einen Fehler gemacht hatte.;Die Verena vertraute dem Tobias bis zum Äußersten, weil 
1073;Liste3;18;24;f;deutsch;nein;rechts;53;3;<id: item 53, condition 3>;Der Thomas inspirierte die Rosa in hohem Maße bei einem neulich stattgefundenen Treffen, weil ;er einen ganz neuen Faktor in die Diskussion einbrachte.;1;subjekt;pers;;14056021902756.0;;;;;Der Thomas inspirierte die Rosa in hohem Maße bei einem neulich stattgefundenen Treffen, weil er einen ganz neuen Faktor in die Diskussion einbrachte.;Der Thomas inspirierte die Rosa in hohem Maße bei einem neulich stattgefundenen Treffen, weil 
1138;Liste2;19;24;f;deutsch;ja;rechts;58;1;<id: item 58, condition 1>;Der Ramon überraschte die Helene mit einem ausgefallenen Geschenk zum Geburtstag, weil ;sie eigentlich kein Geschenk von ihm erwartet hätte.;2;objekt;pers;;14055983927672.0;2;objekt;pers;von-Phrase nicht als DP-Adjunkt analysiert;Der Ramon überraschte die Helene mit einem ausgefallenen Geschenk zum Geburtstag, weil sie eigentlich kein Geschenk von ihm erwartet hätte.;Der Ramon überraschte die Helene mit einem ausgefallenen Geschenk zum Geburtstag, weil 
249;Liste2;5;31;m;deutsch;nein;rechts;9;2;<id: item 9, condition 2>;Die Anja liebte den Marcel für die extreme Großzügigkeit gegenüber Bedürftigen, weil ;die Jesus erstem Gebot entspricht.;0;;;;14056046904803.0;0;;;;Die Anja liebte den Marcel für die extreme Großzügigkeit gegenüber Bedürftigen, weil die Jesus erstem Gebot entspricht.;Die Anja liebte den Marcel für die extreme Großzügigkeit gegenüber Bedürftigen, weil 
162;Liste1;3;35;m;deutsch;nein;rechts;42;4;<id: item 42, condition 4>;Die Anne ängstigte den Leon in hohem Grade seit Beginn der Sommerferien, weil ;sie unkontrolliert trinkt;1;subjekt;pers;;14061198542578.0;1;subjekt;pers;;Die Anne ängstigte den Leon in hohem Grade seit Beginn der Sommerferien, weil sie unkontrolliert trinkt;Die Anne ängstigte den Leon in hohem Grade seit Beginn der Sommerferien, weil 
1794;Liste2;30;24;f;deutsch;nein;rechts;54;1;<id: item 54, condition 1>;Der Lars irritierte die Alexandra durch merkwürdige Fragen zur Person, weil ;er unbedingt wissen wollte, warum sie ihre Haare färbt.;1;subjekt;pers;;1405597063833.0;;;;;Der Lars irritierte die Alexandra durch merkwürdige Fragen zur Person, weil er unbedingt wissen wollte, warum sie ihre Haare färbt.;Der Lars irritierte die Alexandra durch merkwürdige Fragen zur Person, weil 
