index;Fall_Nr.;Liste;VP-Nr;Alter;Geschlecht;Muttersprache deutsch;weitere Muttersprachen;Händigkeit;Item;Condition;Unnamed: 10;Prompt;Fortsetzung;Art der Fortsetzung;Bias;Form der 1. Anapher;Kommentar;Timestamp;Torgrim_Art_Fortsetzung;Torgrim_Bias;Torgrim_Anapherntyp;Unnamed: 21;Continuation_Item;prompt;np1gender;NP1;NP2;verbclass;verb;RunCondition;Human;ChatGPT
9;10;Liste4;1;24;m;deutsch;nein;rechts;10;3;<id: item 10, condition 3>;Der Steffen misstraute der Jessica nun schon seit geraumer Zeit, weil;er davon ausgeht, dass sie Geld aus der Kasse genommen hat.;1;subjekt;pers;;14055976235457.0;;;;;10;Steffen misstraute Jessica nun schon seit geraumer Zeit, weil;m;Steffen;Jessic;es;misstraute;4;er davon ausgeht, dass sie Geld aus der Kasse genommen hat.;sie immer wieder geheime Telefonate führte und ihre Erklärungen vage blieben.
477;478;Liste2;8;25;f;deutsch;nein;rechts;58;1;<id: item 58, condition 1>;Der Ramon überraschte die Helene mit einem ausgefallenen Geschenk zum Geburtstag, weil ;er sie gern hatte.;2;subjekt;pers;;14055084926617.0;;;;;118;Ramon überraschte Helene mit einem ausgefallenen Geschenk zum Geburtstag, weil;m;Ramon;Helen;se;überraschte;2;er sie gern hatte.;er wusste, dass sie schon immer davon geträumt hatte, etwas Einzigartiges zu besitzen, das niemand sonst hat.
1629;1630;Liste1;28;22;f;deutsch;nein;rechts;10;4;<id: item 10, condition 4>;Die Jessica misstraute dem Steffen nun schon seit geraumer Zeit, weil;er Geld veruntreut hat;1;objekt;pers;;14055958220853.0;;;;;290;Jessica misstraute Steffen nun schon seit geraumer Zeit, weil;f;Jessica;Steffe;es;misstraute;3;er Geld veruntreut hat;sie ihn mehrmals bei heimlichen Telefonaten erwischt hatte.
474;475;Liste2;8;25;f;deutsch;nein;rechts;55;4;<id: item 55, condition 4>;Die Sabrina langweilte den Oliver über jedes erträgliche Maß hinaus, weil;sie nicht merkte, dass er nicht an ihren Geschichten interessiert war.;1;subjekt;pers;;14055093509681.0;;;;;115;Sabrina langweilte Oliver über jedes erträgliche Maß hinaus, weil;f;Sabrina;Olive;se;langweilte;3;sie nicht merkte, dass er nicht an ihren Geschichten interessiert war.;sie immer wieder dieselben Geschichten erzählte.
1661;1662;Liste1;28;22;f;deutsch;nein;rechts;42;4;<id: item 42, condition 4>;Die Anne ängstigte den Leon in hohem Grade seit Beginn der Sommerferien, weil ;sie bewaffnet ist;1;subjekt;pers;;14055954002911.0;;;;;302;Anne ängstigte Leon in hohem Grade seit Beginn der Sommerferien, weil;f;Anne;Leo;se;ängstigte;3;sie bewaffnet ist;sie sich häufig über merkwürdige Dinge beschwerte, die nur sie zu sehen schien.
1722;1723;Liste4;29;20;f;deutsch;nein;rechts;43;2;<id: item 43, condition 2>;Die Julia beeindruckte den Andreas mit Kopfrechenkünsten beim Wurzelziehen, weil ;er das nicht von einer Frau erwartet hätte.;1;objekt;pers;;14055939087962.0;;;;;343;Julia beeindruckte Andreas mit Kopfrechenkünsten beim Wurzelziehen, weil;f;Julia;Andrea;se;beeindruckte;1;er das nicht von einer Frau erwartet hätte.;sie die Quadratwurzel von 961 sofort wusste.
1508;1509;Liste3;26;26;f;deutsch;nein;rechts;9;3;<id: item 9, condition 3>;Der Marcel liebte die Anja aus der gesamten Verwandtschaft am Allermeisten, weil ;er sich mit ihr bling versteht.;2;subjekt;pers;;14055110120098.0;;;;;249;Marcel liebte Anja aus der gesamten Verwandtschaft am Allermeisten, weil;m;Marcel;Anj;es;liebte;4;er sich mit ihr bling versteht.;sie ihm in schweren Zeiten immer zur Seite stand.
1545;1546;Liste3;26;26;f;deutsch;nein;rechts;46;2;<id: item 46, condition 2>;Die Marlene bezauberte den Timo durch das schöne Harfenspiel im Schulorchester, weil ;er vorher noch nie in das Vergnügen eines Harfenspiels gekommen war.;1;objekt;pers;;14055097540868.0;;;;;266;Marlene bezauberte Timo durch das schöne Harfenspiel im Schulorchester, weil;f;Marlene;Tim;se;bezauberte;1;er vorher noch nie in das Vergnügen eines Harfenspiels gekommen war.;es ihn an seine Kindheit erinnerte und die Melodie eine beruhigende Wirkung auf ihn hatte.
1421;1422;Liste1;24;19;m;deutsch;nein;rechts;42;4;<id: item 42, condition 4>;Die Anne ängstigte den Leon in hohem Grade seit Beginn der Sommerferien, weil ;sie sehr unachtsam mit den Kindern umgeht.;1;subjekt;pers;;14055969234092.0;;;;;222;Anne ängstigte Leon in hohem Grade seit Beginn der Sommerferien, weil;f;Anne;Leo;se;ängstigte;3;sie sehr unachtsam mit den Kindern umgeht.;sie immer wieder von unerklärlichen Ereignissen in ihrem Haus berichtete.
1672;1673;Liste1;28;22;f;deutsch;nein;rechts;53;1;<id: item 53, condition 1>;Der Thomas inspirierte die Rosa durch eine Vortragsreihe mit bahnbrechenden Erkenntnissen, weil ;er führend in der Forschung ist;1;subjekt;pers;;14055953845463.0;;;;;313;Thomas inspirierte Rosa durch eine Vortragsreihe mit bahnbrechenden Erkenntnissen, weil;m;Thomas;Ros;se;inspirierte;2;er führend in der Forschung ist;sie dadurch neue Perspektiven für ihre eigene Forschung gewann.
1424;1425;Liste1;24;19;m;deutsch;nein;rechts;45;1;<id: item 45, condition 1>;Der Pascal erschütterte die Annika durch einen Selbstmordversuch mit einem Mix aus Tabletten, weil ;sie nicht wahrhaben wollte, dass der Mord an seiner Ehefrau ihn so sehr mitnehmen würde.;1;objekt;pers;;14055974474336.0;;;;;225;Pascal erschütterte Annika durch einen Selbstmordversuch mit einem Mix aus Tabletten, weil;m;Pascal;Annik;se;erschütterte;2;sie nicht wahrhaben wollte, dass der Mord an seiner Ehefrau ihn so sehr mitnehmen würde.;er sich in einer tiefen emotionalen Krise befand und keinen anderen Ausweg mehr sah.
1333;1334;Liste2;23;22;m;deutsch;nein;rechts;14;1;<id: item 14, condition 1>;Der Florian sorgte sich um die Melanie wegen des hohen Alkoholkonsums, weil;sie eigentlich eine sehr intelligente Frau ist.;1;objekt;pers;;1405597576991.0;;;;;174;Florian sorgte sich um Melanie wegen des hohen Alkoholkonsums, weil;m;Florian;Melani;es;sorgte sich um;2;sie eigentlich eine sehr intelligente Frau ist.;sie oft betrunken war und ihre Gesundheit gefährdete.
1843;1844;Liste4;31;27;f;deutsch;Türkisch;rechts;44;1;<id: item 44, condition 1>;Der Nikolas begeisterte die Leonie mit dem  besonders schönen Gesang beim Karaoke, weil ;sie es liebt, wenn Männer gut singen können und sich Mühe geben. ;1;objekt;pers;;14055128979171.0;;;;;384;Nikolas begeisterte Leonie mit dem  besonders schönen Gesang beim Karaoke, weil;m;Nikolas;Leoni;se;begeisterte;2;sie es liebt, wenn Männer gut singen können und sich Mühe geben. ;er eine beeindruckende Stimme hatte und die Emotionen des Liedes perfekt vermittelte.
1862;1863;Liste1;32;24;f;deutsch;nein;rechts;3;3;<id: item 3, condition 3>;Der Patrick bemitleidete die Sonja bei der Faschingsausfahrt aus tiefstem Herzen, weil ;Sonja sich das Bein gebrochen hatte und nicht mit konnte.;1;objekt;name;;14055927578646.0;;;;;403;Patrick bemitleidete Sonja bei der Faschingsausfahrt aus tiefstem Herzen, weil;m;Patrick;Sonj;es;bemitleidete;4;Sonja sich das Bein gebrochen hatte und nicht mit konnte.;sie sich als letztes Einhorn verkleidet hatte und niemand sonst ihr Kostüm ernst nahm.
1846;1847;Liste4;31;27;f;deutsch;Türkisch;rechts;47;2;<id: item 47, condition 2>;Die Lea enttäuschte den Christoph durch fremdenfeindliche Witze und Parolen, weil ;gestern ausländische Kinder auf dem Spielplatz waren und er ganz ungeniert vor ihnen diese Witze erzählte. Das hätte sie nicht von ihm gedacht.;ns;;;;14055122765997.0;;;;;387;Lea enttäuschte Christoph durch fremdenfeindliche Witze und Parolen, weil;f;Lea;Christop;se;enttäuschte;1;gestern ausländische Kinder auf dem Spielplatz waren und er ganz ungeniert vor ihnen diese Witze erzählte. Das hätte sie nicht von ihm gedacht.;sie seine Werte und Überzeugungen ignorierte.
1869;1870;Liste1;32;24;f;deutsch;nein;rechts;10;4;<id: item 10, condition 4>;Die Jessica misstraute dem Steffen nun schon seit geraumer Zeit, weil;er sich abfällig über die Bedürftigen äußerte.;1;objekt;pers;;1405593237738.0;;;;;410;Jessica misstraute Steffen nun schon seit geraumer Zeit, weil;f;Jessica;Steffe;es;misstraute;3;er sich abfällig über die Bedürftigen äußerte.;sie ihn mehrfach bei heimlichen Telefonaten ertappt hatte, die er nicht erklären wollte.
1739;1740;Liste4;29;20;f;deutsch;nein;rechts;60;1;<id: item 60, condition 1>;Der Manuel verwirrte die Paula durch eine unverständliche Erklärung über Computer Betriebssysteme, weil ;er sonst doch immer so clever rüberkam.;1;subjekt;pers;;14055937521391.0;;;;;360;Manuel verwirrte Paula durch eine unverständliche Erklärung über Computer Betriebssysteme, weil;m;Manuel;Paul;se;verwirrte;2;er sonst doch immer so clever rüberkam.;er zahlreiche Fachbegriffe benutzte, die sie nicht kannte.
1332;1333;Liste2;23;22;m;deutsch;nein;rechts;13;2;<id: item 13, condition 2>;Die Carina schätzte den Julian für das handwerkliche Geschick, weil ;er handwerklich sehr geschickt ist?;ns;;;;14055972550783.0;ns;;;;173;Carina schätzte Julian für das handwerkliche Geschick, weil;f;Carina;Julia;es;schätzte;1;er handwerklich sehr geschickt ist?;er immer kreative Lösungen fand und jedes Projekt meisterhaft umsetzte.
422;423;Liste2;8;25;f;deutsch;nein;rechts;3;4;<id: item 3, condition 4>;Die Sonja bemitleidete den Patrick bei der Faschingsausfahrt aus tiefstem Herzen, weil ;es der tollste Skiausflug bisher war und er leider verhindert war.;0;;;;14055096901413.0;;;;;83;Sonja bemitleidete Patrick bei der Faschingsausfahrt aus tiefstem Herzen, weil;f;Sonja;Patric;es;bemitleidete;3;es der tollste Skiausflug bisher war und er leider verhindert war.;er sein Kostüm vergessen hatte und völlig fehl am Platz wirkte.
1663;1664;Liste1;28;22;f;deutsch;nein;rechts;44;2;<id: item 44, condition 2>;Die Leonie begeisterte den Nikolas mit dem  besonders schönen Gesang beim Karaoke, weil ;er schlechte Ohren hat;ns;;;;14055956733562.0;;;;;304;Leonie begeisterte Nikolas mit dem  besonders schönen Gesang beim Karaoke, weil;f;Leonie;Nikola;se;begeisterte;1;er schlechte Ohren hat;sie eine starke, klare Stimme und eine beeindruckende Bühnenpräsenz hatte.
2119;2120;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;20;4;<id: item 20, condition 4>;Die Verena vertraute dem Tobias bis zum Äußersten, weil ;er schon bei früheren Operationen sein Können gezeigt hatte.;1;objekt;pers;;14056016908215.0;;;;;460;Verena vertraute Tobias bis zum Äußersten, weil;f;Verena;Tobia;es;vertraute;3;er schon bei früheren Operationen sein Können gezeigt hatte.;sie seine Ehrlichkeit und Loyalität in vielen Situationen erlebt hatte.
299;300;Liste2;5;31;m;deutsch;nein;rechts;60;3;<id: item 60, condition 3>;Der Manuel verwirrte die Paula während der dreiviertelstündigen Mittagspause durch und durch, weil ;er erklärte was Atheismus für ihn bedeutet.;1;subjekt;pers;;14056053224404.0;;;;;80;Manuel verwirrte Paula während der dreiviertelstündigen Mittagspause durch und durch, weil;m;Manuel;Paul;se;verwirrte;4;er erklärte was Atheismus für ihn bedeutet.;er plötzlich behauptete, er habe ihren Geburtstag vergessen, obwohl er ihr morgens eine Karte geschenkt hatte.
1863;1864;Liste1;32;24;f;deutsch;nein;rechts;4;2;<id: item 4, condition 2>;Die Saskia beneidete den Martin um die guten Kontakte zum Management, weil ;sie selber nicht so gut mit Mneschen umgehen kann;1;subjekt;pers;;14055939498128.0;;;;;404;Saskia beneidete Martin um die guten Kontakte zum Management, weil;f;Saskia;Marti;es;beneidete;1;sie selber nicht so gut mit Mneschen umgehen kann;sie dadurch von besseren Karrierechancen und exklusiven Informationen profitieren konnte.
1814;1815;Liste4;31;27;f;deutsch;Türkisch;rechts;15;2;<id: item 15, condition 2>;Die Elisabeth verabscheute den Andre für den hinterhältigen Umgang mit den Kunden, weil ;er sie hinters Licht führt und ihr versucht den letzten Cent aus der Tasche zu ziehen. ;ns;;;;14055127191057.0;;;;;375;Elisabeth verabscheute Andre für den hinterhältigen Umgang mit den Kunden, weil;f;Elisabeth;Andr;es;verabscheute;1;er sie hinters Licht führt und ihr versucht den letzten Cent aus der Tasche zu ziehen. ;er regelmäßig falsche Versprechungen machte und ihre Bedenken ignorierte.
1735;1736;Liste4;29;20;f;deutsch;nein;rechts;56;1;<id: item 56, condition 1>;Der Niko schockierte die Johanna durch eine Striptease Einlage nach dem Essen, weil ;er offensichtlich zu viel Whiskey getrunken hatte.;1;subjekt;pers;;14055945291936.0;;;;;356;Niko schockierte Johanna durch eine Striptease Einlage nach dem Essen, weil;m;Niko;Johann;se;schockierte;2;er offensichtlich zu viel Whiskey getrunken hatte.;er eine verlorene Wette einlösen musste.
1660;1661;Liste1;28;22;f;deutsch;nein;rechts;41;1;<id: item 41, condition 1>;Der Fabian amüsierte die Amelia durch das Erzählen von Witzen über Kollegen, weil ;Lästern Freude bereitet;0;;;;14055956391657.0;;;;;301;Fabian amüsierte Amelia durch das Erzählen von Witzen über Kollegen, weil;m;Fabian;Ameli;se;amüsierte;2;Lästern Freude bereitet;sie ihren stressigen Arbeitstag vergessen wollte.
1665;1666;Liste1;28;22;f;deutsch;nein;rechts;46;4;<id: item 46, condition 4>;Die Marlene bezauberte den Timo auf fast schon magische Art und Weise, weil ;sie überraschenderweise für ihn stripte;2;subjekt;pers;;14055958109813.0;;;;;306;Marlene bezauberte Timo auf fast schon magische Art und Weise, weil;f;Marlene;Tim;se;bezauberte;3;sie überraschenderweise für ihn stripte;sie mit ihrer warmen Ausstrahlung und ihrem ansteckenden Lachen jeden Raum erhellte.
1855;1856;Liste4;31;27;f;deutsch;Türkisch;rechts;56;1;<id: item 56, condition 1>;Der Niko schockierte die Johanna durch eine Striptease Einlage nach dem Essen, weil ;er in der Arbeit sehr streng und ehrgeizig ist und sie ihn noch nie so ausgelassen erlebt hat.;1;subjekt;pers;;14055115825155.0;;;;;396;Niko schockierte Johanna durch eine Striptease Einlage nach dem Essen, weil;m;Niko;Johann;se;schockierte;2;er in der Arbeit sehr streng und ehrgeizig ist und sie ihn noch nie so ausgelassen erlebt hat.;er eine verlorene Wette einlösen musste.
1517;1518;Liste3;26;26;f;deutsch;nein;rechts;18;2;<id: item 18, condition 2>;Die Maja vergötterte den Dennis für die unglaubliche Stimme, weil;sie ihn an Joe Cocker erinnert.;ns;;;;14055098936103.0;;;;;258;Maja vergötterte Dennis für die unglaubliche Stimme, weil;f;Maja;Denni;es;vergötterte;1;sie ihn an Joe Cocker erinnert.;sie jedes Mal von seinen Liedern tief berührt wurde.
1557;1558;Liste3;26;26;f;deutsch;nein;rechts;58;2;<id: item 58, condition 2>;Die Helene überraschte den Ramon mit einem ausgefallenen Geschenk zum Geburtstag, weil ;er damit gar nicht gerechnet hatte.;1;objekt;pers;;14055096469699.0;;;;;278;Helene überraschte Ramon mit einem ausgefallenen Geschenk zum Geburtstag, weil;f;Helene;Ramo;se;überraschte;1;er damit gar nicht gerechnet hatte.;sie wusste, wie sehr er einzigartige und originelle Dinge schätzte.
2148;2149;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;49;3;<id: item 49, condition 3>;Der Armin erfreute die Nina beim gemeinsamen Training in höchstem Maße, weil ;er ihr einen Blumenstrauß mitbrachte.;2;subjekt;pers;;14056030263601.0;2;subjekt;pers;;469;Armin erfreute Nina beim gemeinsamen Training in höchstem Maße, weil;m;Armin;Nin;se;erfreute;4;er ihr einen Blumenstrauß mitbrachte.;er stets motivierende Worte fand und sie bei jedem Fortschritt lobte.
1331;1332;Liste2;23;22;m;deutsch;nein;rechts;12;3;<id: item 12, condition 3>;Der Peter respektierte die Katharina im Laufe der Zeit mehr und mehr, weil;sie aufgrund von durchdachten Argumenten eine sehr aufschlussreiche Gesprächspartnerin ist.;1;objekt;pers;;14055965120485.0;;;;;172;Peter respektierte Katharina im Laufe der Zeit mehr und mehr, weil;m;Peter;Katharin;es;respektierte;4;sie aufgrund von durchdachten Argumenten eine sehr aufschlussreiche Gesprächspartnerin ist.;er ihre Entschlossenheit und ihr Engagement bemerkte.
243;244;Liste2;5;31;m;deutsch;nein;rechts;4;3;<id: item 4, condition 3>;Der Martin beneidete die Saskia über jedes angemessene Maß hinaus, weil ;sie mehr Gehalt kriegt als er.;1;objekt;pers;;14056052898434.0;;;;;44;Martin beneidete Saskia über jedes angemessene Maß hinaus, weil;m;Martin;Saski;es;beneidete;4;sie mehr Gehalt kriegt als er.;sie immer im Mittelpunkt stand und scheinbar mühelos Erfolge erzielte, während er sich abmühte.
799;800;Liste3;14;24;m;deutsch;nein;rechts;20;4;<id: item 20, condition 4>;Die Verena vertraute dem Tobias bis zum Äußersten, weil ;sie zudem Partner sind.;pl;;;;14055972588821.0;;;;;140;Verena vertraute Tobias bis zum Äußersten, weil;f;Verena;Tobia;es;vertraute;3;sie zudem Partner sind.;er immer ehrlich und zuverlässig war.
1360;1361;Liste2;23;22;m;deutsch;nein;rechts;41;2;<id: item 41, condition 2>;Die Amelia amüsierte den Fabian durch das Erzählen von Witzen über Kollegen, weil ;er seine Kollegen hasst.;1;objekt;pers;;14055975252321.0;;;;;181;Amelia amüsierte Fabian durch das Erzählen von Witzen über Kollegen, weil;f;Amelia;Fabia;se;amüsierte;1;er seine Kollegen hasst.;sie einen großartigen Sinn für Humor hatte und ihre Beobachtungen treffend und lustig waren.
1389;1390;Liste1;24;19;m;deutsch;nein;rechts;10;4;<id: item 10, condition 4>;Die Jessica misstraute dem Steffen nun schon seit geraumer Zeit, weil;er Gelder in seine eigene Tasche wandern ließ.;1;objekt;pers;;1405596827982.0;;;;;210;Jessica misstraute Steffen nun schon seit geraumer Zeit, weil;f;Jessica;Steffe;es;misstraute;3;er Gelder in seine eigene Tasche wandern ließ.;sie ihn mehrmals bei Lügen erwischt hatte und er oft heimlich telefonierte.
780;781;Liste3;14;24;m;deutsch;nein;rechts;1;3;<id: item 1, condition 3>;Der Bastian achtete die Elena mehr als jeden anderen WG-Mitbewohner, weil ;sie ein profundes Wissen der germanistischen Literaturgeschichte hatte.;1;objekt;pers;;14055976637133.0;;;;;121;Bastian achtete Elena mehr als jeden anderen WG-Mitbewohner, weil;m;Bastian;Elen;es;achtete;4;sie ein profundes Wissen der germanistischen Literaturgeschichte hatte.;sie immer aufmerksam und hilfsbereit war.
1911;1912;Liste1;32;24;f;deutsch;nein;rechts;52;2;<id: item 52, condition 2>;Die Judith faszinierte den Benjamin durch einen schwungvollen Tanzstil voller Ausgelassenheit, weil ;sie sogar Samba tanzen konnte.;1;subjekt;pers;;14055936157946.0;;;;;432;Judith faszinierte Benjamin durch einen schwungvollen Tanzstil voller Ausgelassenheit, weil;f;Judith;Benjami;se;faszinierte;1;sie sogar Samba tanzen konnte.;sie mit jeder Bewegung eine Geschichte erzählte und die Freude am Leben spürbar machte.
1840;1841;Liste4;31;27;f;deutsch;Türkisch;rechts;41;4;<id: item 41, condition 4>;Die Amelia amüsierte den Fabian von den Institutsangehörigen am Meisten, weil ;sie ganz unbeschwert über sich selber lachen kann und ihr keine Geschichte zu peinlich ist. ;1;subjekt;pers;;14055127750446.0;;;;;381;Amelia amüsierte Fabian von den Institutsangehörigen am Meisten, weil;f;Amelia;Fabia;se;amüsierte;3;sie ganz unbeschwert über sich selber lachen kann und ihr keine Geschichte zu peinlich ist. ;sie mit ihrem scharfsinnigen Humor und ihrem unermüdlichen Forscherdrang immer wieder für unerwartete und unterhaltsame Momente sorgte.
1813;1814;Liste4;31;27;f;deutsch;Türkisch;rechts;14;3;<id: item 14, condition 3>;Der Florian sorgte sich um die Melanie mit stetig wachsender Unruhe, weil;er jeden Abend hörte wie sie sich in den Schlaf weint;1;subjekt;pers;;14055116238114.0;1;subjekt;pers;Zweiter anaphorischer Ausdruck in eingebettetem Satz;374;Florian sorgte sich um Melanie mit stetig wachsender Unruhe, weil;m;Florian;Melani;es;sorgte sich um;4;er jeden Abend hörte wie sie sich in den Schlaf weint;er wusste, dass sie gesundheitlich angeschlagen war und ihre Symptome sich verschlimmerten.
1669;1670;Liste1;28;22;f;deutsch;nein;rechts;50;4;<id: item 50, condition 4>;Die Annalena erschreckte den Yannik vor wenigen Minuten äußerst heftig, weil ;sie sich von hinten anschlich;1;subjekt;pers;;14055953697012.0;;;;;310;Annalena erschreckte Yannik vor wenigen Minuten äußerst heftig, weil;f;Annalena;Yanni;se;erschreckte;3;sie sich von hinten anschlich;sie plötzlich aus dem Dunkeln sprang.
1383;1384;Liste1;24;19;m;deutsch;nein;rechts;4;2;<id: item 4, condition 2>;Die Saskia beneidete den Martin um die guten Kontakte zum Management, weil ;sie es einfach nicht schafft aufzusteigen.;1;subjekt;;;14055972939614.0;1;subjekt;pers;;204;Saskia beneidete Martin um die guten Kontakte zum Management, weil;f;Saskia;Marti;es;beneidete;1;sie es einfach nicht schafft aufzusteigen.;sie hoffte, dadurch ihre eigene Karriere voranbringen zu können.
460;461;Liste2;8;25;f;deutsch;nein;rechts;41;2;<id: item 41, condition 2>;Die Amelia amüsierte den Fabian durch das Erzählen von Witzen über Kollegen, weil ;sie dabei so urkomisch aussah.;1;subjekt;pers;;14055104017441.0;;;;;101;Amelia amüsierte Fabian durch das Erzählen von Witzen über Kollegen, weil;f;Amelia;Fabia;se;amüsierte;1;sie dabei so urkomisch aussah.;sie wusste, dass sein Tag anstrengend gewesen war und er eine Aufmunterung brauchte.
1697;1698;Liste4;29;20;f;deutsch;nein;rechts;18;3;<id: item 18, condition 3>;Der Dennis vergötterte die Maja mehr als jede andere Person, weil ;sie in allen Oktaven den Ton perfekt traf.;1;objekt;pers;;14055946008772.0;;;;;338;Dennis vergötterte Maja mehr als jede andere Person, weil;m;Dennis;Maj;es;vergötterte;4;sie in allen Oktaven den Ton perfekt traf.;sie ihm immer das Gefühl gab, verstanden und akzeptiert zu werden.
1559;1560;Liste3;26;26;f;deutsch;nein;rechts;60;4;<id: item 60, condition 4>;Die Paula verwirrte den Manuel während der dreiviertelstündigen Mittagspause durch und durch, weil ;sie ihn ständig anlächelte.; ;subjekt;pers;;14055103187482.0;2;subjekt;pers;;280;Paula verwirrte Manuel während der dreiviertelstündigen Mittagspause durch und durch, weil;f;Paula;Manue;se;verwirrte;3;sie ihn ständig anlächelte.;sie ihm widersprüchliche Geschichten über ihre Pläne für das Wochenende erzählte.
16;17;Liste4;1;24;m;deutsch;nein;rechts;17;4;<id: item 17, condition 4>;Die Nadine verehrte den Stephan über jedes vorstellbare Maß hinaus, weil ;er unvorstellbar kreativ und witzig ist.;1;objekt;pers;;14055975088952.0;;;;;17;Nadine verehrte Stephan über jedes vorstellbare Maß hinaus, weil;f;Nadine;Stepha;es;verehrte;3;er unvorstellbar kreativ und witzig ist.;sie in ihm die Verkörperung all ihrer Ideale und Träume sah.
1696;1697;Liste4;29;20;f;deutsch;nein;rechts;17;4;<id: item 17, condition 4>;Die Nadine verehrte den Stephan über jedes vorstellbare Maß hinaus, weil ;es ihm nie an neuen Ideen mangelte.;1;objekt;pers;;14055940089622.0;;;;;337;Nadine verehrte Stephan über jedes vorstellbare Maß hinaus, weil;f;Nadine;Stepha;es;verehrte;3;es ihm nie an neuen Ideen mangelte.;sie in ihm Eigenschaften fand, die sie bewunderte und die sie glücklich machten.
2153;2154;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;54;2;<id: item 54, condition 2>;Die Alexandra irritierte den Lars durch merkwürdige Fragen zur Person, weil ;sie ihn fragte, ob er schon mal Sex mit einem Junge gehabt habe.;2;subjekt;pers;;14056017669185.0;;;;;474;Alexandra irritierte Lars durch merkwürdige Fragen zur Person, weil;f;Alexandra;Lar;se;irritierte;1;sie ihn fragte, ob er schon mal Sex mit einem Junge gehabt habe.;sie versuchte, mehr über seine Vergangenheit herauszufinden.
824;825;Liste3;14;24;m;deutsch;nein;rechts;45;3;<id: item 45, condition 3>;Der Pascal erschütterte die Annika vor wenigen Tagen in außerordentlich starkem Maße, weil ;er erwog, wegzuziehen.;1;subjekt;pers;;14055981657198.0;;;;;145;Pascal erschütterte Annika vor wenigen Tagen in außerordentlich starkem Maße, weil;m;Pascal;Annik;se;erschütterte;4;er erwog, wegzuziehen.;er ein Geheimnis offenbarte, das er ihr jahrelang verschwiegen hatte.
2104;2105;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;5;3;<id: item 5, condition 3>;Der Phillip bewunderte die Emma seit längerer Zeit über alle Maßen, weil;er eine neue, in Europa noch unentdeckte Pflanze aus seiner letzten Brasilienreise mitbrachte. Emma war total verblüfft und konnte ihren Augen glauben, wie schön und exotisch doch diese Pflanze war.;ns;;;;14056015370284.0;;;;;445;Phillip bewunderte Emma seit längerer Zeit über alle Maßen, weil;m;Phillip;Emm;es;bewunderte;4;er eine neue, in Europa noch unentdeckte Pflanze aus seiner letzten Brasilienreise mitbrachte. Emma war total verblüfft und konnte ihren Augen glauben, wie schön und exotisch doch diese Pflanze war.;sie sowohl eine beeindruckende Klugheit als auch eine einnehmende Herzlichkeit ausstrahlte.
473;474;Liste2;8;25;f;deutsch;nein;rechts;54;1;<id: item 54, condition 1>;Der Lars irritierte die Alexandra durch merkwürdige Fragen zur Person, weil ;er sie schon sehr gut zu kennen schien.;2;subjekt;pers;;14055084307664.0;;;;;114;Lars irritierte Alexandra durch merkwürdige Fragen zur Person, weil;m;Lars;Alexandr;se;irritierte;2;er sie schon sehr gut zu kennen schien.;er heimlich Informationen für eine Überraschungsparty sammeln wollte.
1371;1372;Liste2;23;22;m;deutsch;nein;rechts;52;3;<id: item 52, condition 3>;Der Benjamin faszinierte die Judith seit dem Betriebsfest auf eine besondere Art und Weise, weil ;er über eine Weltreise erzählte.;1;subjekt;pers;;14055974114483.0;1;subjekt;pers;;192;Benjamin faszinierte Judith seit dem Betriebsfest auf eine besondere Art und Weise, weil;m;Benjamin;Judit;se;faszinierte;4;er über eine Weltreise erzählte.;er eine außergewöhnliche Mischung aus Charisma und Intelligenz ausstrahlte.
258;259;Liste2;5;31;m;deutsch;nein;rechts;19;4;<id: item 19, condition 4>;Die Luise vermisste den David besonders oft an den lauen Sommerabenden, weil ;sie da immer Wein tranken.;pl;;;;14056052466605.0;;;;;59;Luise vermisste David besonders oft an den lauen Sommerabenden, weil;f;Luise;Davi;es;vermisste;3;sie da immer Wein tranken.;sie dann immer gemeinsam auf der Terrasse saßen und stundenlang über alles Mögliche redeten.
1381;1382;Liste1;24;19;m;deutsch;nein;rechts;2;4;<id: item 2, condition 4>;Die Laura bedauerte den Sebastian heute Morgen ganz außerordentlich, weil ;er in MAthe durchgefallen ist.;1;objekt;pers;;14055977880587.0;;;;;202;Laura bedauerte Sebastian heute Morgen ganz außerordentlich, weil;f;Laura;Sebastia;es;bedauerte;3;er in MAthe durchgefallen ist.;er seinen Flug verpasst hatte und dadurch ein wichtiges Meeting verloren ging.
1847;1848;Liste4;31;27;f;deutsch;Türkisch;rechts;48;1;<id: item 48, condition 1>;Der Tom entzückte die Stefanie gestern mit einer selbst gebackenen Torte, weil ;sie heute ihr Examen bestanden hat.;1;objekt;pers;;14055103158921.0;;;;;388;Tom entzückte Stefanie gestern mit einer selbst gebackenen Torte, weil;m;Tom;Stefani;se;entzückte;2;sie heute ihr Examen bestanden hat.;sie Geburtstag hatte.
