index;Participant;List;alter;geschlecht;händigkeit;aufgewachsen;wohnhaft_2020;weietere_MS;AMLaP;Part_Sex;Trial;Item;Time;Subexperiment;Condition;Verb;presumed_bias;NP1_gender;NP2_gender;Verbtyp;Connective;Prompt;Continuation;Analysierbar;Anzahl_Ana;Wortstellung;Koref_erste_ama;bias;congruency;Form;personalpronomen;Einbettung;stelle_1;kasusidentisch;anapher_folgt_unmittelbar_auf_konnektor;peronalpronomen_folgt_unmittelbar_auf_konnektor;filter_$;Zufallsreihenfolge;UrsprünglicheReihenfolge;filter_mit_gefallen;Continuation_Item;prompt;np1gender;NP1;NP2;verbclass;verb;RunCondition;Human;ChatGPT
2050;413;4;29;male;rechts;72108;71032;keine;ja;male;27;11;15605387786065;2;sodass_es_fm;bewundern;subject; f; m;es; sodass; Anna bewunderte Armin, sodass ...;er überheblich wurde.;sinnvoll;eine;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;483;2054;Selected;470;Anna bewunderte Armin, sodass; f;Anna;Armin;es;bewunderte;2;er überheblich wurde.;sie oft seine Ratschläge suchte.
1859;103;1;32;male;rechts;27472;72074;keine;ja;male;2;7;15605456231649;2;sodass_se_mf;überraschen;object; m; f;se; sodass; Oliver überraschte Lena, sodass ...;diese erschrak;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1720;81;Selected;420;Oliver überraschte Lena, sodass; m;Oliver;Lena;se;überraschte;1;diese erschrak;sie vor Freude strahlte und ihn spontan umarmte.
358;103;1;32;male;rechts;27472;72074;keine;ja;male;81;9;15605482385651;2;sodass_es_mf;hassen;subject; m; f;es; sodass; Malte hasste Annemarie, sodass ...;er beschloss, ihr das Leben zur Hölle zu machen, wo er nur konnte;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;172;107;Selected;104;Malte hasste Annemarie, sodass; m;Malte;Annemarie;es;hasste;2;er beschloss, ihr das Leben zur Hölle zu machen, wo er nur konnte;er oftmals ihre Nähe mied und Gespräche mit ihr vermied.
1827;413;4;29;male;rechts;72108;71032;keine;ja;male;35;11;15605390700816;2;weil_se_mf;begeistern;subject; m; f;se; weil; Armin begeisterte Anna, weil ...;er sie auf eine Weltreise einlud.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1538;2057;Selected;405;Armin begeisterte Anna, weil; m;Armin;Anna;se;begeisterte;0;er sie auf eine Weltreise einlud.;er ihr mit einer Überraschungsparty zum Geburtstag eine Freude machte.
1043;212;2;30;male;rechts;99192;72108;keine;ja;male;1;17;1560414913649;2;weil_se_mf;irritieren;subject; m; f;se; weil; Felix irritierte Marike, weil ...;er heute plötzlich nackt zur Arbeit erschien.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;295;962;Selected;228;Felix irritierte Marike, weil; m;Felix;Marike;se;irritierte;0;er heute plötzlich nackt zur Arbeit erschien.;er ständig unerwartete Fragen stellte.
2000;310;3;19;female;rechts;72639;72639;Rumänisch;nein;female;109;19;1560417699089;2;sodass_es_mf;sorgen sich um;subject; m; f;es; sodass; Alexander sorgte sich um Alisa, sodass ...;sie sich ganz schnell wieder von ihrer Erkältung erholen konnte.;sinnvoll;eine;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;1186;1435;Selected;464;Alexander sorgte sich um Alisa, sodass; m;Alexander;Alisa;es;sorgte sich um;2;sie sich ganz schnell wieder von ihrer Erkältung erholen konnte.;er beschloss, sie so bald wie möglich zu kontaktieren, um sicherzustellen, dass es ihr gut ging.
863;206;2;19;female;rechts;73432;72072;keine;ja;female;89;18;15605192078358;2;sodass_es_mf;ekeln sich vor;subject; m; f;es; sodass; Klaus ekelte sich vor Marie, sodass ...;er ihr aus dem Weg geht;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1620;751;Selected;207;Klaus ekelte sich vor Marie, sodass; m;Klaus;Marie;es;ekelte sich vor;2;er ihr aus dem Weg geht;er Abstand hielt und den Raum verließ.
1737;410;4;23;female;rechts;72459;72076;Französisch;nein;female;98;11;15604360376157;2;weil_se_mf;begeistern;subject; m; f;se; weil; Armin begeisterte Anna, weil ...;er viel Enthusiasmus für neue Dinge zeigte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;582;1956;Selected;345;Armin begeisterte Anna, weil; m;Armin;Anna;se;begeisterte;0;er viel Enthusiasmus für neue Dinge zeigte.;er ihr ein selbst komponiertes Lied auf der Gitarre vorspielte.
1116;302;3;26;female;rechts;83527;70619;keine;ja;female;72;7;15604473679368;2;weil_se_fm;überraschen;subject; f; m;se; weil; Lena überraschte Oliver, weil ...;sie plötzlich kam.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;289;1102;Selected;245;Lena überraschte Oliver, weil; f;Lena;Oliver;se;überraschte;0;sie plötzlich kam.;sie heimlich ein romantisches Abendessen vorbereitet hatte.
1124;302;3;26;female;rechts;83527;70619;keine;ja;female;94;11;15604475500915;2;sodass_es_mf;bewundern;subject; m; f;es; sodass; Armin bewunderte Anna, sodass ...;er sie anhimmelte;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;2007;1109;Selected;253;Armin bewunderte Anna, sodass; m;Armin;Anna;es;bewunderte;2;er sie anhimmelte;er oft versuchte, ihre Fähigkeiten nachzuahmen.
1345;310;3;19;female;rechts;72639;72639;Rumänisch;nein;female;36;1;15604139400111;2;sodass_se_mf;schockieren;object; m; f;se; sodass; Lars schockierte Johanna, sodass ...;sie erstmals keinen Kontakt zu ihm haben möchte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;756;1415;Selected;302;Lars schockierte Johanna, sodass; m;Lars;Johanna;se;schockierte;1;sie erstmals keinen Kontakt zu ihm haben möchte.;sie sprachlos war und keine Worte fand.
1760;411;4;26;female;rechts;71642;72074;keine;nein;female;59;6;15604284517802;2;weil_es_fm;misstrauen;object; f; m;es; weil; Jana misstraute Daniel, weil ...;er sie schon mehrmals betrogen hatte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;4;1979;Selected;368;Jana misstraute Daniel, weil; f;Jana;Daniel;es;misstraute;3;er sie schon mehrmals betrogen hatte.;er wiederholt unpünktlich war und sie das Gefühl hatte, dass er Geheimnisse vor ihr hatte.
1351;310;3;19;female;rechts;72639;72639;Rumänisch;nein;female;25;6;15604134033161;2;weil_se_mf;verwirren;subject; m; f;se; weil; Daniel verwirrte Jana, weil ...;er mit seinen Erzählungen von Geschichten immer durcheinander kommt.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;490;1409;Selected;308;Daniel verwirrte Jana, weil; m;Daniel;Jana;se;verwirrte;0;er mit seinen Erzählungen von Geschichten immer durcheinander kommt.;er ohne Erklärung mitten im Satz aufhörte zu sprechen.
230;413;4;29;male;rechts;72108;71032;keine;ja;male;23;19;15605386944071;2;weil_se_mf;erschüttern;subject; m; f;se; weil; Alexander erschütterte Alisa, weil ...;sein Gewicht den Boden zum Beben brachte.;sinnvoll;0-Poss; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;1264;2052;Not Selected;48;Alexander erschütterte Alisa, weil; m;Alexander;Alisa;se;erschütterte;0;sein Gewicht den Boden zum Beben brachte.;er ihr ein Geheimnis offenbarte, das sie nicht erwartet hatte.
2049;413;4;29;male;rechts;72108;71032;keine;ja;male;37;3;15605391619137;2;sodass_es_fm;verabscheuen;subject; f; m;es; sodass; Simone verabscheute Michael, sodass ...;er am nächsten Morgen tot war.;sinnvoll;eine;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;399;2058;Selected;469;Simone verabscheute Michael, sodass; f;Simone;Michael;es;verabscheute;2;er am nächsten Morgen tot war.;sie versuchte, ihm so gut es ging aus dem Weg zu gehen.
1822;413;4;29;male;rechts;72108;71032;keine;ja;male;93;8;15605414490403;2;sodass_es_mf;mögen;subject; m; f;es; sodass; Tobias mochte Jennifer, sodass ...;er ihr ein Geschenk machte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1254;2076;Selected;400;Tobias mochte Jennifer, sodass; m;Tobias;Jennifer;es;mochte;2;er ihr ein Geschenk machte.;er sie zu einem gemeinsamen Abendessen einlud, um sie besser kennenzulernen.
314;101;1;26;female;rechts;81479;72070;keine;ja;female;23;18;15604385417613;2;sodass_se_fm;erstaunen;object; f; m;se; sodass; Marie erstaunte Klaus, sodass ...;er Beifall klatschte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1325;5;Selected;90;Marie erstaunte Klaus, sodass; f;Marie;Klaus;se;erstaunte;1;er Beifall klatschte.;er sprachlos war.
754;203;2;22;female;rechts;71032;72076;Italienisch;ja;female;93;12;15604627399004;2;sodass_se_mf;amüsieren;object; m; f;se; sodass; Fritz amüsierte Emma, sodass ...;sie lachen musste.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1381;630;Selected;165;Fritz amüsierte Emma, sodass; m;Fritz;Emma;se;amüsierte;1;sie lachen musste.;sie herzlich lachen musste.
1285;307;3;18;female;rechts;70174;72074;keine;nein;female;47;19;15605281117078;2;sodass_es_mf;sorgen sich um;subject; m; f;es; sodass; Alexander sorgte sich um Alisa, sodass ...;er sie auf ihr sorgenvolles Gesicht ansprach.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1624;1296;Selected;298;Alexander sorgte sich um Alisa, sodass; m;Alexander;Alisa;es;sorgte sich um;2;er sie auf ihr sorgenvolles Gesicht ansprach.;er beschloss, sie jeden Tag anzurufen, um sicherzustellen, dass es ihr gut ging.
1369;310;3;19;female;rechts;72639;72639;Rumänisch;nein;female;1;20;1560412663337;2;sodass_se_fm;erschrecken;object; f; m;se; sodass; Aisha erschreckte Albert, sodass ...;er vom Stuhl gefallen ist;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;971;1400;Selected;326;Aisha erschreckte Albert, sodass; f;Aisha;Albert;se;erschreckte;1;er vom Stuhl gefallen ist;er vor Schreck seinen Kaffee verschüttete.
229;413;4;29;male;rechts;72108;71032;keine;ja;male;60;17;1560539974641;2;weil_es_mf;vermissen;object; m; f;es; weil; Felix vermisste Marike, weil ...;ihre Milch so lecker war.;sinnvoll;0-Poss; ; ; ; ; ; ; ; ; ;anderes Wort;andere morphosyntaktische Form;Not Selected;348;2065;Not Selected;47;Felix vermisste Marike, weil; m;Felix;Marike;es;vermisste;3;ihre Milch so lecker war.;er ihre gemeinsamen Gespräche und ihr fröhliches Lachen sehr schätzte.
1896;101;1;26;female;rechts;81479;72070;keine;ja;female;61;19;15604392883762;2;sodass_se_mf;erschüttern;object; m; f;se; sodass; Alexander erschütterte Alisa, sodass ...;er nach Antworten suchte.;sinnvoll;eine;so;NP1;Subjekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;2065;21;Selected;434;Alexander erschütterte Alisa, sodass; m;Alexander;Alisa;se;erschütterte;1;er nach Antworten suchte.;sie ihre Meinung über ihn ändern musste.
833;206;2;19;female;rechts;73432;72072;keine;ja;female;45;1;15605188012359;2;weil_se_mf;schockieren;subject; m; f;se; weil; Lars schockierte Johanna, weil ...;er Feuer spuckte;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1037;735;Selected;177;Lars schockierte Johanna, weil; m;Lars;Johanna;se;schockierte;0;er Feuer spuckte;er plötzlich einen Heiratsantrag machte.
92;310;3;19;female;rechts;72639;72639;Rumänisch;nein;female;47;19;15604142218071;2;weil_se_fm;erschüttern;subject; f; m;se; weil; Alisa erschütterte Alexander, weil ...;er ein trauriges Lied für sie geschrieben und vorgesungen hat.;sinnvoll;zwei;os;NP2; ; ;pers;1;nein;ja;ja; ; ;Not Selected;743;1418;Not Selected;15;Alisa erschütterte Alexander, weil; f;Alisa;Alexander;se;erschütterte;0;er ein trauriges Lied für sie geschrieben und vorgesungen hat.;sie ihm ein lang gehütetes Geheimnis offenbarte.
1031;212;2;30;male;rechts;99192;72108;keine;ja;male;104;5;15604161851938;2;sodass_es_fm;vergöttern;subject; f; m;es; sodass; Martha vergötterte Tim, sodass ...;sie alles für ihn tat.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;500;998;Selected;216;Martha vergötterte Tim, sodass; f;Martha;Tim;es;vergötterte;2;sie alles für ihn tat.;sie ihn stets mit Bewunderung ansah und ihm jeden Wunsch erfüllen wollte.
1857;103;1;32;male;rechts;27472;72074;keine;ja;male;40;2;15605466760574;2;sodass_se_fm;faszinieren;object; f; m;se; sodass; Anastasia faszinierte Patrick, sodass ...;dieser beschloss, ein Musical über sie zu schreiben.;sinnvoll;zwei;so;NP2;Objekt;kongruent;prox_dem;0;ja;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;256;96;Selected;418;Anastasia faszinierte Patrick, sodass; f;Anastasia;Patrick;se;faszinierte;1;dieser beschloss, ein Musical über sie zu schreiben.;er immer mehr Zeit mit ihr verbringen wollte.
285;101;1;26;female;rechts;81479;72070;keine;ja;female;39;2;15604389054093;2;sodass_se_fm;faszinieren;object; f; m;se; sodass; Anastasia faszinierte Patrick, sodass ...;er sich in sie verliebte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;383;13;Selected;61;Anastasia faszinierte Patrick, sodass; f;Anastasia;Patrick;se;faszinierte;1;er sich in sie verliebte.;er immer mehr Zeit mit ihr verbringen wollte, um sie besser kennenzulernen.
495;107;1;30;female;rechts;71131;71093;keine;nein;female;12;17;15604139949685;2;weil_se_fm;irritieren;subject; f; m;se; weil; Marike irritierte Felix, weil ...;sie ständig an den Fingernägeln nagte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1579;245;Selected;144;Marike irritierte Felix, weil; f;Marike;Felix;se;irritierte;0;sie ständig an den Fingernägeln nagte.;sie ständig seine Sätze unterbrach.
1137;302;3;26;female;rechts;83527;70619;keine;ja;female;62;19;15604472744419;2;sodass_es_mf;sorgen sich um;subject; m; f;es; sodass; Alexander sorgte sich um Alisa, sodass ...;er sie umarmte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;558;1098;Selected;266;Alexander sorgte sich um Alisa, sodass; m;Alexander;Alisa;es;sorgte sich um;2;er sie umarmte.;er beschloss, sie zu besuchen und sicherzustellen, dass es ihr gut ging.
755;203;2;22;female;rechts;71032;72076;Italienisch;ja;female;115;13;1560463019762;2;weil_se_mf;langweilen;subject; m; f;se; weil; Jacob langweilte Melanie, weil ...;er nichts zu sagen hatte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1533;640;Selected;166;Jacob langweilte Melanie, weil; m;Jacob;Melanie;se;langweilte;0;er nichts zu sagen hatte.;er immer wieder von denselben Themen sprach, die sie nicht interessierten.
1720;410;4;23;female;rechts;72459;72076;Französisch;nein;female;79;1;1560435792,89;2;sodass_se_fm;schockieren;object; f; m;se; sodass; Johanna schockierte Lars, sodass ...;er nach Hause ging, um über alles nachzudenken.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;675;1949;Selected;328;Johanna schockierte Lars, sodass; f;Johanna;Lars;se;schockierte;1;er nach Hause ging, um über alles nachzudenken.;er sprachlos und mit offenem Mund dastand.
852;206;2;19;female;rechts;73432;72072;keine;ja;female;70;12;15605190281803;2;sodass_se_mf;amüsieren;object; m; f;se; sodass; Fritz amüsierte Emma, sodass ...;sie lachen muss;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1977;744;Selected;196;Fritz amüsierte Emma, sodass; m;Fritz;Emma;se;amüsierte;1;sie lachen muss;sie vor Lachen Tränen in den Augen hatte.
366;103;1;32;male;rechts;27472;72074;keine;ja;male;109;15;15605494507353;2;weil_es_fm;fürchten;object; f; m;es; weil; Katharina fürchtete Rüdiger, weil ...;er groß war und niemals zu lächeln schien;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;481;116;Selected;112;Katharina fürchtete Rüdiger, weil; f;Katharina;Rüdiger;es;fürchtete;3;er groß war und niemals zu lächeln schien;sie seine unberechenbaren Wutausbrüche miterlebt hatte.
1897;101;1;26;female;rechts;81479;72070;keine;ja;female;65;20;15604393825631;2;weil_se_mf;erschrecken;subject; m; f;se; weil; Albert erschreckte Aisha, weil ...;sie ihn davor geärgert hatte.;sinnvoll;zwei;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;464;23;Selected;435;Albert erschreckte Aisha, weil; m;Albert;Aisha;se;erschreckte;0;sie ihn davor geärgert hatte.;er plötzlich hinter ihr auftauchte und laut rief.
1758;411;4;26;female;rechts;71642;72074;keine;nein;female;94;4;15604289938135;2;weil_se_fm;inspirieren;subject; f; m;se; weil; Saskia inspirierte Kevin, weil ...;sie immer ihrem Insinkt folgte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;527;1994;Selected;366;Saskia inspirierte Kevin, weil; f;Saskia;Kevin;se;inspirierte;0;sie immer ihrem Insinkt folgte.;sie mit ihrer Kreativität und ihrem Engagement begeisterte.
1731;410;4;23;female;rechts;72459;72076;Französisch;nein;female;81;7;15604358212745;2;weil_se_mf;überraschen;subject; m; f;se; weil; Oliver überraschte Lena, weil ...;er nicht so war wie die anderen Jungs.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;950;1950;Selected;339;Oliver überraschte Lena, weil; m;Oliver;Lena;se;überraschte;0;er nicht so war wie die anderen Jungs.;er ihr Lieblingsessen gekocht hatte.
496;107;1;30;female;rechts;71131;71093;keine;nein;female;44;17;15604148085327;2;sodass_es_mf;vermissen;subject; m; f;es; sodass; Felix vermisste Marike, sodass ...;er sie anrief.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1488;255;Selected;145;Felix vermisste Marike, sodass; m;Felix;Marike;es;vermisste;2;er sie anrief.;er ständig an die Zeiten dachte, die sie zusammen verbracht hatten.
266;411;4;26;female;rechts;71642;72074;keine;nein;female;120;8;15604294171819;2;weil_se_fm;gefallen;subject; f; m;se; weil; Jennifer gefiel Tobias, weil ...;er der erste war, der das Konzept auch verstand.;sinnvoll;eine;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Not Selected;1150;2001;Selected;56;Jennifer gefiel Tobias, weil; f;Jennifer;Tobias;se;gefiel;0;er der erste war, der das Konzept auch verstand.;er ihren Humor und ihre offene Art schätzte.
363;103;1;32;male;rechts;27472;72074;keine;ja;male;25;13;15605461637738;2;weil_se_fm;langweilen;subject; f; m;se; weil; Melanie langweilte Jacob, weil ...;sie den ganzen Tag keine Anstalten gemacht hatte, irgendwie zu kommunizieren;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1657;91;Selected;109;Melanie langweilte Jacob, weil; f;Melanie;Jacob;se;langweilte;0;sie den ganzen Tag keine Anstalten gemacht hatte, irgendwie zu kommunizieren;sie immer nur über sich selbst sprach.
310;101;1;26;female;rechts;81479;72070;keine;ja;female;113;16;15604402358702;2;sodass_es_fm;vertrauen;subject; f; m;es; sodass; Stefanie vertraute Dennis, sodass ...;sie ihm ihre Geheimnisse anvertraute.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;287;37;Selected;86;Stefanie vertraute Dennis, sodass; f;Stefanie;Dennis;es;vertraute;2;sie ihm ihre Geheimnisse anvertraute.;sie ihm ohne zu zögern ihren Wohnungsschlüssel gab.
1824;413;4;29;male;rechts;72108;71032;keine;ja;male;22;9;15605386541511;2;sodass_se_fm;stören;object; f; m;se; sodass; Annemarie störte Malte, sodass ...;er nur noch Mist malte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;882;2051;Selected;402;Annemarie störte Malte, sodass; f;Annemarie;Malte;se;störte;1;er nur noch Mist malte.;er sich nicht mehr auf seine Arbeit konzentrieren konnte.
1277;307;3;18;female;rechts;70174;72074;keine;nein;female;99;15;15605285947576;2;weil_se_fm;ängstigen;subject; f; m;se; weil; Katharina ängstigte Rüdiger, weil ...;sie groß war;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1834;1314;Selected;290;Katharina ängstigte Rüdiger, weil; f;Katharina;Rüdiger;se;ängstigte;0;sie groß war;sie plötzlich ohne Vorwarnung schrille Schreie ausstieß.
1858;103;1;32;male;rechts;27472;72074;keine;ja;male;18;6;15605459317881;2;sodass_se_fm;verwirren;object; f; m;se; sodass; Jana verwirrte Daniel, sodass ...;dieser nicht mehr oben von unten unterscheiden konnte;sinnvoll;eine;so;NP2;Objekt;kongruent;prox_dem;0;nein;ja;ja;bias-kongruente Anapher;andere morphosyntaktische Form;Selected;1476;89;Selected;419;Jana verwirrte Daniel, sodass; f;Jana;Daniel;se;verwirrte;1;dieser nicht mehr oben von unten unterscheiden konnte;er nicht mehr wusste, was er sagen sollte.
1949;206;2;19;female;rechts;73432;72072;keine;ja;female;94;5;15605192691406;2;sodass_es_fm;vergöttern;subject; f; m;es; sodass; Martha vergötterte Tim, sodass ...;er es merkte;sinnvoll;eine;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;608;754;Selected;450;Martha vergötterte Tim, sodass; f;Martha;Tim;es;vergötterte;2;er es merkte;sie jede seiner Entscheidungen ohne zu hinterfragen unterstützte.
2052;413;4;29;male;rechts;72108;71032;keine;ja;male;32;13;15605389659902;2;sodass_se_fm;langweilen;object; f; m;se; sodass; Melanie langweilte Jacob, sodass ...;sie selbst einschlief.;sinnvoll;eine;so;NP1;Subjekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;1197;2056;Selected;472;Melanie langweilte Jacob, sodass; f;Melanie;Jacob;se;langweilte;1;sie selbst einschlief.;er begann, auf seinem Handy zu spielen.
846;206;2;19;female;rechts;73432;72072;keine;ja;female;75;8;1560519075208;2;weil_es_fm;mögen;object; f; m;es; weil; Jennifer mochte Tobias, weil ...;er ihr zuhörte;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1497;746;Selected;190;Jennifer mochte Tobias, weil; f;Jennifer;Tobias;es;mochte;3;er ihr zuhörte;er immer hilfsbereit und humorvoll war.
2054;413;4;29;male;rechts;72108;71032;keine;ja;male;17;16;15605385235235;2;sodass_es_mf;vertrauen;subject; m; f;es; sodass; Dennis vertraute Stefanie, sodass ...;sie ihn zu Analverkehr überreden konnte.;sinnvoll;zwei;so;NP2;Objekt;inkongruent;pers;1;nein;ja;ja;bias-inkongruente Anapher;biasinkongruentes Personalpronomen;Selected;922;2050;Selected;474;Dennis vertraute Stefanie, sodass; m;Dennis;Stefanie;es;vertraute;2;sie ihn zu Analverkehr überreden konnte.;er ihr sein Geheimnis anvertraute.
1770;411;4;26;female;rechts;71642;72074;keine;nein;female;91;15;15604289501685;2;weil_se_mf;ängstigen;subject; m; f;se; weil; Rüdiger ängstigte Katharina, weil ...;er ein sehr dominantes Auftreten hatte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1649;1992;Selected;378;Rüdiger ängstigte Katharina, weil; m;Rüdiger;Katharina;se;ängstigte;0;er ein sehr dominantes Auftreten hatte.;er ein gruseliges Kostüm trug und plötzlich aus dem Schatten heraustrat.
312;101;1;26;female;rechts;81479;72070;keine;ja;female;119;17;15604403186929;2;sodass_es_mf;vermissen;subject; m; f;es; sodass; Felix vermisste Marike, sodass ...;er sie anrief.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;261;40;Selected;88;Felix vermisste Marike, sodass; m;Felix;Marike;es;vermisste;2;er sie anrief.;er stundenlang an die gemeinsamen Momente dachte und ihr schließlich eine Nachricht schrieb.
1044;212;2;30;male;rechts;99192;72108;keine;ja;male;12;17;1560415051348;2;sodass_es_fm;vermissen;subject; f; m;es; sodass; Marike vermisste Felix, sodass ...;sie ihn sofort anrief.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1921;966;Selected;229;Marike vermisste Felix, sodass; f;Marike;Felix;es;vermisste;2;sie ihn sofort anrief.;sie jede Nacht von ihm träumte.
1274;307;3;18;female;rechts;70174;72074;keine;nein;female;105;13;15605286309759;2;weil_es_fm;bemitleiden;object; f; m;es; weil; Melanie bemitleidete Jacob, weil ...;er erst drei war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1562;1316;Selected;287;Melanie bemitleidete Jacob, weil; f;Melanie;Jacob;es;bemitleidete;3;er erst drei war.;er sich in einer schwierigen Situation befand und keine Unterstützung hatte.
